evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;101429158;100.0;99.9;swap;swap(21, 20);21;20;;;;;;;;;;;;16641.404845676683;16629.23952903216;-12.165316644524864;1.0;;True;ImprovedOrEqualCurrentSolution;16629.23952903216;16629.23952903216;True;2;64;True;0.633934;0.000134;0.0;0.633934;0.000134;0.6346;Evaluated;;
2;101429158;99.9;99.8001;swap_blocks;swap_blocks(39 .. 44, 31 .. 36);;;;;;;;;;39;44;31;36;16629.23952903216;16629.23952903216;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16629.23952903216;16629.23952903216;False;3;64;True;0.672465;3.6e-05;0.0;1.3064;0.00017;1.3088;Evaluated;;
3;101429158;99.8001;99.7002999;move;move(44 -> 15);;;44;15;;;;;;;;;;16629.23952903216;16881.890307576585;252.65077854442643;0.07953418174611093;0.3609343982825427;False;RejectedWorseCandidate;16629.23952903216;16629.23952903216;False;4;64;True;0.630193;0.000106;0.0;1.936593;0.000276;1.941;Evaluated;;
4;101429158;99.7002999;99.60059960010001;swap_blocks;swap_blocks(3 .. 4, 62 .. 63);;;;;;;;;;3;4;62;63;16629.23952903216;17249.06680668008;619.8272776479207;0.001995411774817772;0.18105881371686927;False;RejectedWorseCandidate;16629.23952903216;16629.23952903216;False;5;64;True;0.630173;4.3e-05;0.0;2.566765;0.000319;2.5724;Evaluated;;
5;101429158;99.60059960010001;99.50099900049992;reinsert_block;reinsert_block(43 .. 48 -> 27);;;;;;;43;48;27;;;;;16629.23952903216;16083.126903233951;-546.1126257982069;1.0;;True;ImprovedOrEqualCurrentSolution;16083.126903233951;16083.126903233951;True;6;64;True;0.636751;0.000104;0.0;3.203517;0.000423;3.211;Evaluated;;
6;101429158;99.50099900049992;99.40149800149942;reverse;reverse(24 .. 31);;;;;24;31;;;;;;;;16083.126903233951;16491.380683868454;408.2537806345026;0.01652283564148574;0.4370103445860619;False;RejectedWorseCandidate;16083.126903233951;16083.126903233951;False;7;64;True;0.629177;3.7e-05;0.0;3.832693;0.00046;3.8412;Evaluated;;
7;101429158;99.40149800149942;99.30209650349792;reinsert_block;reinsert_block(21 .. 25 -> 51);;;;;;;21;25;51;;;;;16083.126903233951;16909.803472526597;826.6765692926456;0.00024444007939202666;0.8049095943137463;False;RejectedWorseCandidate;16083.126903233951;16083.126903233951;False;8;64;True;0.651909;0.000153;0.0;4.484602;0.000612;4.4955;Evaluated;;
8;101429158;99.30209650349792;99.20279440699443;move;move(45 -> 1);;;45;1;;;;;;;;;;16083.126903233951;16262.5918915743;179.464988340349;0.16410269897058644;0.4956829678454516;False;RejectedWorseCandidate;16083.126903233951;16083.126903233951;False;9;64;True;0.650091;9.7e-05;0.0;5.134694;0.000709;5.1472;Evaluated;;
9;101429158;99.20279440699443;99.10359161258744;reverse;reverse(18 .. 27);;;;;18;27;;;;;;;;16083.126903233951;17080.97364212254;997.8467388885874;4.281356554796922e-05;0.5001681098801022;False;RejectedWorseCandidate;16083.126903233951;16083.126903233951;False;10;64;True;0.644775;4.7e-05;0.0;5.779468;0.000757;5.7935;Evaluated;;
10;101429158;99.10359161258744;99.00448802097485;swap_blocks;swap_blocks(4 .. 10, 24 .. 30);;;;;;;;;;4;10;24;30;16083.126903233951;17334.427838184725;1251.3009349507738;3.2848433621133735e-06;0.48328909533246034;False;RejectedWorseCandidate;16083.126903233951;16083.126903233951;False;11;64;True;0.651524;9.9e-05;0.0;6.430992;0.000856;6.4473;Evaluated;;
