evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;2443100894;100.0;99.9;move;move(42 -> 59);;;42;59;;;;;;;;;;16641.404845676683;16055.21966493338;-586.1851807433031;1.0;;True;ImprovedOrEqualCurrentSolution;16055.21966493338;16055.21966493338;True;2;64;True;0.63296;0.000118;0.0;0.63296;0.000118;0.6333;Evaluated;;
2;2443100894;99.9;99.8001;move;move(49 -> 12);;;49;12;;;;;;;;;;16055.21966493338;17332.472861057016;1277.2531961236364;2.8016072754843354e-06;0.7128469463843361;False;RejectedWorseCandidate;16055.21966493338;16055.21966493338;False;3;64;True;0.682552;4.4e-05;0.0;1.315512;0.000163;1.317;Evaluated;;
3;2443100894;99.8001;99.7002999;swap;swap(10, 62);10;62;;;;;;;;;;;;16055.21966493338;16406.0791000957;350.85943516231964;0.029729303190797862;0.11344607617044944;False;RejectedWorseCandidate;16055.21966493338;16055.21966493338;False;4;64;True;0.634478;7.5e-05;0.0;1.94999;0.000238;1.9532;Evaluated;;
4;2443100894;99.7002999;99.60059960010001;move;move(48 -> 61);;;48;61;;;;;;;;;;16055.21966493338;16244.364084651905;189.14441971852466;0.14999851313252568;0.21630234428225326;False;RejectedWorseCandidate;16055.21966493338;16055.21966493338;False;5;64;True;0.637424;0.000103;0.0;2.587414;0.000341;2.5932;Evaluated;;
5;2443100894;99.60059960010001;99.50099900049992;swap;swap(60, 58);60;58;;;;;;;;;;;;16055.21966493338;16055.21966493338;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16055.21966493338;16055.21966493338;False;6;64;True;0.648153;9.6e-05;0.0;3.235568;0.000437;3.2434;Evaluated;;
6;2443100894;99.50099900049992;99.40149800149942;reverse;reverse(23 .. 43);;;;;23;43;;;;;;;;16055.21966493338;16295.332303479527;240.11263854614663;0.08953119933792057;0.4573481576875349;False;RejectedWorseCandidate;16055.21966493338;16055.21966493338;False;7;64;True;0.64966;0.000109;0.0;3.885227;0.000545;3.8947;Evaluated;;
7;2443100894;99.40149800149942;99.30209650349792;reinsert_block;reinsert_block(34 .. 41 -> 8);;;;;;;34;41;8;;;;;16055.21966493338;16976.49991387032;921.2802489369406;9.437132512387732e-05;0.5370872661800095;False;RejectedWorseCandidate;16055.21966493338;16055.21966493338;False;8;64;True;0.643917;3.4e-05;0.0;4.529144;0.000579;4.5401;Evaluated;;
8;2443100894;99.30209650349792;99.20279440699443;swap;swap(10, 29);10;29;;;;;;;;;;;;16055.21966493338;16967.71869211166;912.499027178279;0.00010214456217602043;0.4353013801428295;False;RejectedWorseCandidate;16055.21966493338;16055.21966493338;False;9;64;True;0.653708;8.9e-05;0.0;5.182852;0.000668;5.1953;Evaluated;;
9;2443100894;99.20279440699443;99.10359161258744;swap;swap(50, 11);50;11;;;;;;;;;;;;16055.21966493338;16055.21966493338;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16055.21966493338;16055.21966493338;False;10;64;True;0.644172;3.2e-05;0.0;5.827024;0.0007;5.8409;Evaluated;;
10;2443100894;99.10359161258744;99.00448802097485;reverse;reverse(22 .. 31);;;;;22;31;;;;;;;;16055.21966493338;15982.204076988202;-73.01558794517769;1.0;;True;ImprovedOrEqualCurrentSolution;15982.204076988202;15982.204076988202;True;11;64;True;0.647596;0.000108;0.0;6.47462;0.000808;6.4902;Evaluated;;
11;2443100894;99.00448802097485;98.90548353295387;move;move(31 -> 25);;;31;25;;;;;;;;;;15982.204076988202;16357.79816867254;375.5940916843374;0.022511978542648643;0.6172458688316507;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;12;64;True;0.655463;3.1e-05;0.0;7.130084;0.000839;7.1478;Evaluated;;
12;2443100894;98.90548353295387;98.8065780494209;reverse;reverse(9 .. 17);;;;;9;17;;;;;;;;15982.204076988202;18331.0858287532;2348.881751764997;4.853424359176524e-11;0.42573189028799785;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;13;64;True;0.655066;0.000102;0.0;7.785149;0.000942;7.8051;Evaluated;;
13;2443100894;98.8065780494209;98.70777147137149;reinsert_block;reinsert_block(47 .. 51 -> 22);;;;;;;47;51;22;;;;;15982.204076988202;16690.41119799914;708.207121010937;0.0007711627989117648;0.7467789549969217;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;14;64;True;0.656469;0.000106;0.0;8.441619;0.001047;8.464;Evaluated;;
14;2443100894;98.70777147137149;98.60906369990012;reinsert_block;reinsert_block(39 .. 40 -> 19);;;;;;;39;40;19;;;;;15982.204076988202;16826.118601648515;843.914524660313;0.00019361750820857983;0.9400526824852398;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;15;64;True;0.655579;0.000114;0.0;9.097198;0.001162;9.1215;Evaluated;;
15;2443100894;98.60906369990012;98.51045463620022;reinsert_block;reinsert_block(2 .. 4 -> 62);;;;;;;2;4;62;;;;;15982.204076988202;17192.8924981147;1210.688421126497;4.654581187063564e-06;0.5439554881447659;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;16;64;True;0.643968;3.1e-05;0.0;9.741166;0.001193;9.7668;Evaluated;;
16;2443100894;98.51045463620022;98.41194418156402;reverse;reverse(11 .. 41);;;;;11;41;;;;;;;;15982.204076988202;16610.362178280164;628.1581012919614;0.001700959443478312;0.19693313658126788;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;17;64;True;0.653456;0.00012;0.0;10.394622;0.001313;10.4225;Evaluated;;
17;2443100894;98.41194418156402;98.31353223738246;reinsert_block;reinsert_block(5 .. 13 -> 42);;;;;;;5;13;42;;;;;15982.204076988202;17505.5499601494;1523.3458831611988;1.894239119508114e-07;0.4110111029680048;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;18;64;True;0.651667;0.000101;0.0;11.046289;0.001414;11.0759;Evaluated;;
18;2443100894;98.31353223738246;98.21521870514508;reverse;reverse(7 .. 24);;;;;7;24;;;;;;;;15982.204076988202;17563.74692169389;1581.5428447056893;1.0318669740640006e-07;0.21162200840870093;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;19;64;True;0.64334;2.9e-05;0.0;11.689629;0.001443;11.7204;Evaluated;;
19;2443100894;98.21521870514508;98.11700348643993;move;move(11 -> 46);;;11;46;;;;;;;;;;15982.204076988202;17088.620539950265;1106.4164629620627;1.2810771150507831e-05;0.26200124440632744;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;20;64;True;0.654838;9.2e-05;0.0;12.344467;0.001535;12.3768;Evaluated;;
20;2443100894;98.11700348643993;98.01888648295349;move;move(1 -> 18);;;1;18;;;;;;;;;;15982.204076988202;16241.79491853324;259.5908415450376;0.0709537253841874;0.4524180399757203;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;21;64;True;0.649006;2.7e-05;0.0;12.993473;0.001563;13.0276;Evaluated;;
21;2443100894;98.01888648295349;97.92086759647054;swap_blocks;swap_blocks(56 .. 62, 20 .. 26);;;;;;;;;;56;62;20;26;15982.204076988202;16912.45363833439;930.2495613461888;7.556529368532976e-05;0.6026751802237712;False;RejectedWorseCandidate;15982.204076988202;15982.204076988202;False;22;64;True;0.658196;0.000147;0.0;13.651669;0.001709;13.6884;Evaluated;;
22;2443100894;97.92086759647054;97.82294672887407;move;move(19 -> 18);;;19;18;;;;;;;;;;15982.204076988202;15987.016349514186;4.812272525983644;0.9520435451061774;0.0027858703412054764;True;AcceptedWorseByTemperature;15987.016349514186;15982.204076988202;False;23;64;True;0.653272;0.000113;0.0;14.30494;0.001822;14.3439;Evaluated;;
23;2443100894;97.82294672887407;97.7251237821452;reinsert_block;reinsert_block(13 .. 19 -> 41);;;;;;;13;19;41;;;;;15987.016349514186;17901.11845167033;1914.1021021561428;3.178027399729478e-09;0.045968443064315245;False;RejectedWorseCandidate;15987.016349514186;15982.204076988202;False;24;64;True;0.652481;9.5e-05;0.0;14.957422;0.001918;14.9991;Evaluated;;
24;2443100894;97.7251237821452;97.62739865836306;reverse;reverse(28 .. 48);;;;;28;48;;;;;;;;15987.016349514186;16791.837761204057;804.8214116898707;0.0002650577104115513;0.06284397416986787;False;RejectedWorseCandidate;15987.016349514186;15982.204076988202;False;25;64;True;0.656507;0.000112;0.0;15.613929;0.00203;15.6578;Evaluated;;
25;2443100894;97.62739865836306;97.5297712597047;reinsert_block;reinsert_block(42 .. 43 -> 9);;;;;;;42;43;9;;;;;15987.016349514186;17440.160310172083;1453.143960657897;3.4332386335800384e-07;0.41408087494704326;False;RejectedWorseCandidate;15987.016349514186;15982.204076988202;False;26;64;True;0.648685;9.8e-05;0.0;16.262614;0.002128;16.309;Evaluated;;
26;2443100894;97.5297712597047;97.432241488445;move;move(27 -> 39);;;27;39;;;;;;;;;;15987.016349514186;15873.32385498646;-113.69249452772601;1.0;;True;ImprovedOrEqualCurrentSolution;15873.32385498646;15873.32385498646;True;27;64;True;0.654603;9.2e-05;0.0;16.917218;0.00222;16.9665;Evaluated;;
27;2443100894;97.432241488445;97.33480924695655;reinsert_block;reinsert_block(5 .. 8 -> 52);;;;;;;5;8;52;;;;;15873.32385498646;18039.141979489526;2165.8181245030664;2.2186157851553563e-10;0.6720067552174961;False;RejectedWorseCandidate;15873.32385498646;15873.32385498646;False;28;64;True;0.678829;9.4e-05;0.0;17.596047;0.002314;17.6471;Evaluated;;
28;2443100894;97.33480924695655;97.2374744377096;swap;swap(53, 18);53;18;;;;;;;;;;;;15873.32385498646;16437.97370633277;564.6498513463102;0.0030241986315758464;0.6506038547066775;False;RejectedWorseCandidate;15873.32385498646;15873.32385498646;False;29;64;True;0.647146;3.3e-05;0.0;18.243193;0.002346;18.2955;Evaluated;;
29;2443100894;97.2374744377096;97.14023696327189;reverse;reverse(46 .. 48);;;;;46;48;;;;;;;;15873.32385498646;16209.07318913393;335.7493341474692;0.03165433936410231;0.38103640446354303;False;RejectedWorseCandidate;15873.32385498646;15873.32385498646;False;30;64;True;0.655619;0.000108;0.0;18.898812;0.002455;18.9547;Evaluated;;
