evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;425919336;100.0;99.9;swap_blocks;swap_blocks(55 .. 62, 41 .. 48);;;;;;;;;;55;62;41;48;16641.404845676683;16813.77351731767;172.36867164098658;0.178407197234039;0.6137472727539751;False;RejectedWorseCandidate;16641.404845676683;16641.404845676683;False;2;64;True;0.637369;0.000119;0.0;0.637369;0.000119;0.6383;Evaluated;;
2;425919336;99.9;99.8001;move;move(30 -> 60);;;30;60;;;;;;;;;;16641.404845676683;17402.152950619457;760.7481049427734;0.0004929532847191443;0.9412526834613208;False;RejectedWorseCandidate;16641.404845676683;16641.404845676683;False;3;64;True;0.681275;0.000121;0.0;1.318644;0.00024;1.3217;Evaluated;;
3;425919336;99.8001;99.7002999;move;move(21 -> 7);;;21;7;;;;;;;;;;16641.404845676683;17645.160506847256;1003.7556611705731;4.2856129493292226e-05;0.6130262306780969;False;RejectedWorseCandidate;16641.404845676683;16641.404845676683;False;4;64;True;0.637109;8.5e-05;0.0;1.955753;0.000325;1.9612;Evaluated;;
4;425919336;99.7002999;99.60059960010001;reinsert_block;reinsert_block(14 .. 25 -> 37);;;;;;;14;25;37;;;;;16641.404845676683;17377.827046947205;736.4222012705213;0.0006196480280445606;0.5943402419275077;False;RejectedWorseCandidate;16641.404845676683;16641.404845676683;False;5;64;True;0.650623;0.000132;0.0;2.606375;0.000457;2.6143;Evaluated;;
5;425919336;99.60059960010001;99.50099900049992;swap;swap(8, 55);8;55;;;;;;;;;;;;16641.404845676683;17092.78125169126;451.3764060145768;0.010760595903019551;0.8112939137374797;False;RejectedWorseCandidate;16641.404845676683;16641.404845676683;False;6;64;True;0.649009;9.1e-05;0.0;3.255385;0.000549;3.2649;Evaluated;;
6;425919336;99.50099900049992;99.40149800149942;swap_blocks;swap_blocks(10 .. 13, 16 .. 19);;;;;;;;;;10;13;16;19;16641.404845676683;17752.478170557162;1111.073324880479;1.4140691912488013e-05;0.7740190913558083;False;RejectedWorseCandidate;16641.404845676683;16641.404845676683;False;7;64;True;0.645333;3.6e-05;0.0;3.900718;0.000584;3.9114;Evaluated;;
7;425919336;99.40149800149942;99.30209650349792;swap;swap(39, 16);39;16;;;;;;;;;;;;16641.404845676683;16639.35611138984;-2.0487342868436826;1.0;;True;ImprovedOrEqualCurrentSolution;16639.35611138984;16639.35611138984;True;8;64;True;0.656521;9.6e-05;0.0;4.557239;0.000681;4.5704;Evaluated;;
8;425919336;99.30209650349792;99.20279440699443;swap;swap(39, 32);39;32;;;;;;;;;;;;16639.35611138984;16639.35611138984;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16639.35611138984;16639.35611138984;False;9;64;True;0.679991;9.6e-05;0.0;5.237229;0.000777;5.2531;Evaluated;;
9;425919336;99.20279440699443;99.10359161258744;move;move(57 -> 58);;;57;58;;;;;;;;;;16639.35611138984;16153.643420004588;-485.7126913852517;1.0;;True;ImprovedOrEqualCurrentSolution;16153.643420004588;16153.643420004588;True;10;64;True;0.632318;9.6e-05;0.0;5.869548;0.000873;5.8879;Evaluated;;
10;425919336;99.10359161258744;99.00448802097485;reverse;reverse(36 .. 46);;;;;36;46;;;;;;;;16153.643420004588;15642.964585229396;-510.6788347751917;1.0;;True;ImprovedOrEqualCurrentSolution;15642.964585229396;15642.964585229396;True;11;64;True;0.633532;0.000104;0.0;6.50308;0.000976;6.5237;Evaluated;;
