evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;3056769966;100.0;99.9;move;move(41 -> 18);;;41;18;;;;;;;;;;16630.57522948563;16243.88978897792;-386.68544050770834;1.0;;True;ImprovedOrEqualCurrentSolution;16243.88978897792;16243.88978897792;True;2;64;True;0.637163;0.000134;0.0;0.637163;0.000134;0.6382;Evaluated;;
2;3056769966;99.9;99.8001;reinsert_block;reinsert_block(42 .. 52 -> 12);;;;;;;42;52;12;;;;;16243.88978897792;18065.10086599292;1821.2110770150011;1.2096603681038957e-08;0.2087759125612535;False;RejectedWorseCandidate;16243.88978897792;16243.88978897792;False;3;64;True;0.677414;0.000131;0.0;1.314577;0.000265;1.3177;Evaluated;;
3;3056769966;99.8001;99.7002999;reinsert_block;reinsert_block(0 .. 5 -> 10);;;;;;;0;5;10;;;;;16243.88978897792;19014.69266336325;2770.80287438533;8.758968724676267e-13;0.7301556589323965;False;RejectedWorseCandidate;16243.88978897792;16243.88978897792;False;4;64;True;0.636015;0.000106;0.0;1.950592;0.000371;1.956;Evaluated;;
4;3056769966;99.7002999;99.60059960010001;reverse;reverse(38 .. 40);;;;;38;40;;;;;;;;16243.88978897792;16739.452331252134;495.56254227421414;0.006939524085483403;0.9392586995848814;False;RejectedWorseCandidate;16243.88978897792;16243.88978897792;False;5;64;True;0.637357;8.4e-05;0.0;2.587949;0.000455;2.5954;Evaluated;;
5;3056769966;99.60059960010001;99.50099900049992;reinsert_block;reinsert_block(16 .. 23 -> 52);;;;;;;16;23;52;;;;;16243.88978897792;16749.4375289322;505.5477399542815;0.006246400099841217;0.7371668664285352;False;RejectedWorseCandidate;16243.88978897792;16243.88978897792;False;6;64;True;0.640529;0.000158;0.0;3.228478;0.000613;3.2381;Evaluated;;
6;3056769966;99.50099900049992;99.40149800149942;reverse;reverse(22 .. 27);;;;;22;27;;;;;;;;16243.88978897792;16831.828248349742;587.9384593718223;0.0027152536252892296;0.9644695910323021;False;RejectedWorseCandidate;16243.88978897792;16243.88978897792;False;7;64;True;0.65227;0.000357;0.0;3.880748;0.00097;3.8924;Evaluated;;
7;3056769966;99.40149800149942;99.30209650349792;swap_blocks;swap_blocks(18 .. 21, 11 .. 14);;;;;;;;;;18;21;11;14;16243.88978897792;16158.491651869019;-85.39813710890121;1.0;;True;ImprovedOrEqualCurrentSolution;16158.491651869019;16158.491651869019;True;8;64;True;0.646105;3.2e-05;0.0;4.526853;0.001002;4.5397;Evaluated;;
8;3056769966;99.30209650349792;99.20279440699443;swap;swap(30, 31);30;31;;;;;;;;;;;;16158.491651869019;17167.131492465676;1008.6398405966575;3.879239004843124e-05;0.07570389171531988;False;RejectedWorseCandidate;16158.491651869019;16158.491651869019;False;9;64;True;0.663043;9.3e-05;0.0;5.189896;0.001095;5.205;Evaluated;;
9;3056769966;99.20279440699443;99.10359161258744;reverse;reverse(25 .. 57);;;;;25;57;;;;;;;;16158.491651869019;17150.64617701767;992.1545251486496;4.5342037166978825e-05;0.47906125657892507;False;RejectedWorseCandidate;16158.491651869019;16158.491651869019;False;10;64;True;0.652573;8.9e-05;0.0;5.842469;0.001184;5.859;Evaluated;;
10;3056769966;99.10359161258744;99.00448802097485;move;move(58 -> 43);;;58;43;;;;;;;;;;16158.491651869019;16240.240279499189;81.74862763016972;0.43828733182092117;0.6892383246133406;False;RejectedWorseCandidate;16158.491651869019;16158.491651869019;False;11;64;True;0.646673;3.8e-05;0.0;6.489142;0.001222;6.5063;Evaluated;;
11;3056769966;99.00448802097485;98.90548353295387;reverse;reverse(24 .. 47);;;;;24;47;;;;;;;;16158.491651869019;17355.44541789219;1196.9537660231726;5.615982522781818e-06;0.47184307335069375;False;RejectedWorseCandidate;16158.491651869019;16158.491651869019;False;12;64;True;0.645324;3.9e-05;0.0;7.134465;0.00126;7.1529;Evaluated;;
12;3056769966;98.90548353295387;98.8065780494209;move;move(43 -> 62);;;43;62;;;;;;;;;;16158.491651869019;16037.291534305354;-121.20011756366512;1.0;;True;ImprovedOrEqualCurrentSolution;16037.291534305354;16037.291534305354;True;13;64;True;0.655092;0.000113;0.0;7.789558;0.001374;7.8099;Evaluated;;
13;3056769966;98.8065780494209;98.70777147137149;reinsert_block;reinsert_block(42 .. 51 -> 5);;;;;;;42;51;5;;;;;16037.291534305354;17491.2489946825;1453.957460377147;4.0670045789648646e-07;0.21818909250987162;False;RejectedWorseCandidate;16037.291534305354;16037.291534305354;False;14;64;True;0.660687;2.7e-05;0.0;8.450244;0.001401;8.4719;Evaluated;;
14;3056769966;98.70777147137149;98.60906369990012;move;move(12 -> 20);;;12;20;;;;;;;;;;16037.291534305354;17232.906817837495;1195.615283532141;5.489484010751583e-06;0.585658046234588;False;RejectedWorseCandidate;16037.291534305354;16037.291534305354;False;15;64;True;0.653916;9.2e-05;0.0;9.104161;0.001492;9.1275;Evaluated;;
15;3056769966;98.60906369990012;98.51045463620022;reinsert_block;reinsert_block(15 .. 16 -> 19);;;;;;;15;16;19;;;;;16037.291534305354;16042.470609630216;5.179075324862424;0.9488341192612137;0.9923859034264718;False;RejectedWorseCandidate;16037.291534305354;16037.291534305354;False;16;64;True;0.650125;3.8e-05;0.0;9.754286;0.00153;9.7786;Evaluated;;
16;3056769966;98.51045463620022;98.41194418156402;move;move(51 -> 1);;;51;1;;;;;;;;;;16037.291534305354;15975.270026126935;-62.021508178419026;1.0;;True;ImprovedOrEqualCurrentSolution;15975.270026126935;15975.270026126935;True;17;64;True;0.654248;6.9e-05;0.0;10.408534;0.0016;10.435;Evaluated;;
17;3056769966;98.41194418156402;98.31353223738246;swap;swap(5, 62);5;62;;;;;;;;;;;;15975.270026126935;16418.903139007787;443.6331128808524;0.011021367336705319;0.2314329897682358;False;RejectedWorseCandidate;15975.270026126935;15975.270026126935;False;18;64;True;0.672647;0.000125;0.0;11.081181;0.001725;11.1101;Evaluated;;
18;3056769966;98.31353223738246;98.21521870514508;reverse;reverse(38 .. 46);;;;;38;46;;;;;;;;15975.270026126935;16065.14242559298;89.87239946604495;0.4008609449241846;0.1541872637941617;True;AcceptedWorseByTemperature;16065.14242559298;15975.270026126935;False;19;64;True;0.630322;0.00011;0.0;11.711504;0.001835;11.743;Evaluated;;
19;3056769966;98.21521870514508;98.11700348643993;reinsert_block;reinsert_block(32 .. 41 -> 49);;;;;;;32;41;49;;;;;16065.14242559298;16818.72945630012;753.58703070714;0.0004653069593109963;0.7821804764992932;False;RejectedWorseCandidate;16065.14242559298;15975.270026126935;False;20;64;True;0.633696;9.2e-05;0.0;12.345199;0.001927;12.3788;Evaluated;;
20;3056769966;98.11700348643993;98.01888648295349;reverse;reverse(8 .. 48);;;;;8;48;;;;;;;;16065.14242559298;17199.81453183931;1134.6721062463312;9.49752030291325e-06;0.9894071731590729;False;RejectedWorseCandidate;16065.14242559298;15975.270026126935;False;21;64;True;0.636314;0.000121;0.0;12.981513;0.002048;13.0175;Evaluated;;
21;3056769966;98.01888648295349;97.92086759647054;swap;swap(59, 7);59;7;;;;;;;;;;;;16065.14242559298;17296.276408727463;1231.133983134483;3.509029416144569e-06;0.33211641127453084;False;RejectedWorseCandidate;16065.14242559298;15975.270026126935;False;22;64;True;0.635639;8.7e-05;0.0;13.617152;0.002135;13.6555;Evaluated;;
22;3056769966;97.92086759647054;97.82294672887407;move;move(50 -> 43);;;50;43;;;;;;;;;;16065.14242559298;15715.018366485865;-350.1240591071146;1.0;;True;ImprovedOrEqualCurrentSolution;15715.018366485865;15715.018366485865;True;23;64;True;0.631153;8.9e-05;0.0;14.248305;0.002224;14.2884;Evaluated;;
23;3056769966;97.82294672887407;97.7251237821452;reverse;reverse(18 .. 44);;;;;18;44;;;;;;;;15715.018366485865;16173.612140191628;458.59377370576294;0.00920509678669863;0.1908251908899644;False;RejectedWorseCandidate;15715.018366485865;15715.018366485865;False;24;64;True;0.628082;3.2e-05;0.0;14.876387;0.002255;14.918;Evaluated;;
24;3056769966;97.7251237821452;97.62739865836306;swap;swap(30, 57);30;57;;;;;;;;;;;;15715.018366485865;16928.484350888706;1213.465984402841;4.048620797492568e-06;0.16984626699276595;False;RejectedWorseCandidate;15715.018366485865;15715.018366485865;False;25;64;True;0.638143;8.7e-05;0.0;15.51453;0.002342;15.558;Evaluated;;
