evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;1285331349;100.0;99.9;reinsert_block;reinsert_block(34 .. 37 -> 49);;;;;;;34;37;49;;;;;16630.57522948563;16730.327085420882;99.75185593525384;0.3687934457251542;0.3346582356678337;True;AcceptedWorseByTemperature;16730.327085420882;16630.57522948563;False;2;64;True;0.633155;0.000118;0.0;0.633155;0.000118;0.6336;Evaluated;;
2;1285331349;99.9;99.8001;reverse;reverse(0 .. 24);;;;;0;24;;;;;;;;16730.327085420882;18687.110973735253;1956.7838883143704;3.113786555325092e-09;0.4480871806670753;False;RejectedWorseCandidate;16730.327085420882;16630.57522948563;False;3;64;True;0.70471;7.2e-05;0.0;1.337865;0.000191;1.3394;Evaluated;;
3;1285331349;99.8001;99.7002999;reinsert_block;reinsert_block(29 .. 33 -> 44);;;;;;;29;33;44;;;;;16730.327085420882;16274.66817186812;-455.6589135527629;1.0;;True;ImprovedOrEqualCurrentSolution;16274.66817186812;16274.66817186812;True;4;64;True;0.630647;5.5e-05;0.0;1.968512;0.000246;1.9724;Evaluated;;
4;1285331349;99.7002999;99.60059960010001;reinsert_block;reinsert_block(25 .. 35 -> 36);;;;;;;25;35;36;;;;;16274.66817186812;16133.55885172567;-141.1093201424501;1.0;;True;ImprovedOrEqualCurrentSolution;16133.55885172567;16133.55885172567;True;5;64;True;0.640715;0.000325;0.0;2.609227;0.000571;2.6158;Evaluated;;
5;1285331349;99.60059960010001;99.50099900049992;reinsert_block;reinsert_block(2 .. 6 -> 22);;;;;;;2;6;22;;;;;16133.55885172567;19065.673956682378;2932.115104956709;1.6402960702716252e-13;0.7567712146748999;False;RejectedWorseCandidate;16133.55885172567;16133.55885172567;False;6;64;True;0.639584;8.4e-05;0.0;3.248812;0.000655;3.2576;Evaluated;;
6;1285331349;99.50099900049992;99.40149800149942;reinsert_block;reinsert_block(39 .. 47 -> 49);;;;;;;39;47;49;;;;;16133.55885172567;15995.280398683442;-138.27845304222683;1.0;;True;ImprovedOrEqualCurrentSolution;15995.280398683442;15995.280398683442;True;7;64;True;0.655616;0.000117;0.0;3.904428;0.000771;3.9163;Evaluated;;
7;1285331349;99.40149800149942;99.30209650349792;swap_blocks;swap_blocks(38 .. 44, 11 .. 17);;;;;;;;;;38;44;11;17;15995.280398683442;17643.8301242164;1648.5497255329592;6.270921944209794e-08;0.04184176987592936;False;RejectedWorseCandidate;15995.280398683442;15995.280398683442;False;8;64;True;0.675597;9.1e-05;0.0;4.580025;0.000862;4.5945;Evaluated;;
8;1285331349;99.30209650349792;99.20279440699443;reinsert_block;reinsert_block(26 .. 33 -> 46);;;;;;;26;33;46;;;;;15995.280398683442;16856.304531099646;861.0241324162034;0.00017152958048648542;0.2077400524485068;False;RejectedWorseCandidate;15995.280398683442;15995.280398683442;False;9;64;True;0.632355;9.3e-05;0.0;5.21238;0.000955;5.2291;Evaluated;;
9;1285331349;99.20279440699443;99.10359161258744;reverse;reverse(0 .. 2);;;;;0;2;;;;;;;;15995.280398683442;16027.360603141493;32.0802044580505;0.7236987615310326;0.7316858270601214;False;RejectedWorseCandidate;15995.280398683442;15995.280398683442;False;10;64;True;0.631031;0.00011;0.0;5.84341;0.001065;5.8627;Evaluated;;
10;1285331349;99.10359161258744;99.00448802097485;reverse;reverse(4 .. 57);;;;;4;57;;;;;;;;15995.280398683442;17257.10263499021;1261.822236306767;2.9539825751275987e-06;0.2943348988874499;False;RejectedWorseCandidate;15995.280398683442;15995.280398683442;False;11;64;True;0.636861;0.000215;0.0;6.480271;0.00128;6.5018;Evaluated;;
11;1285331349;99.00448802097485;98.90548353295387;reinsert_block;reinsert_block(1 .. 7 -> 26);;;;;;;1;7;26;;;;;15995.280398683442;17281.227369721215;1285.9469710377725;2.285845645284336e-06;0.030310973241657768;False;RejectedWorseCandidate;15995.280398683442;15995.280398683442;False;12;64;True;0.831539;0.000132;0.0;7.31181;0.001413;7.3359;Evaluated;;
12;1285331349;98.90548353295387;98.8065780494209;swap;swap(37, 19);37;19;;;;;;;;;;;;15995.280398683442;17445.715608153434;1450.4352094699916;4.276924742255582e-07;0.1957225299430787;False;RejectedWorseCandidate;15995.280398683442;15995.280398683442;False;13;64;True;0.629095;0.000124;0.0;7.940905;0.001537;7.9668;Evaluated;;
13;1285331349;98.8065780494209;98.70777147137149;move;move(35 -> 58);;;35;58;;;;;;;;;;15995.280398683442;15840.451528209387;-154.8288704740553;1.0;;True;ImprovedOrEqualCurrentSolution;15840.451528209387;15840.451528209387;True;14;64;True;0.632067;3.1e-05;0.0;8.572971;0.001567;8.6013;Evaluated;;
14;1285331349;98.70777147137149;98.60906369990012;reverse;reverse(21 .. 36);;;;;21;36;;;;;;;;15840.451528209387;17173.879870882272;1333.4283426728853;1.3588815007430608e-06;0.4678545810725785;False;RejectedWorseCandidate;15840.451528209387;15840.451528209387;False;15;64;True;0.64371;0.000122;0.0;9.216682;0.001689;9.2476;Evaluated;;
15;1285331349;98.60906369990012;98.51045463620022;reverse;reverse(11 .. 39);;;;;11;39;;;;;;;;15840.451528209387;16395.24427111126;554.7927429018728;0.0036022952562698995;0.1423778956001014;False;RejectedWorseCandidate;15840.451528209387;15840.451528209387;False;16;64;True;0.638683;0.000205;0.0;9.855365;0.001894;9.888;Evaluated;;
16;1285331349;98.51045463620022;98.41194418156402;reinsert_block;reinsert_block(13 .. 24 -> 37);;;;;;;13;24;37;;;;;15840.451528209387;16806.59956147607;966.1480332666815;5.503349738387701e-05;0.11897989027308131;False;RejectedWorseCandidate;15840.451528209387;15840.451528209387;False;17;64;True;0.645526;2.9e-05;0.0;10.500891;0.001922;10.5341;Evaluated;;
