evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;3072699120;100.0;99.9;swap_blocks;swap_blocks(53 .. 56, 48 .. 51);;;;;;;;;;53;56;48;51;16630.57522948563;16526.355089511424;-104.22013997420436;1.0;;True;ImprovedOrEqualCurrentSolution;16526.355089511424;16526.355089511424;True;2;64;True;0.633743;0.000121;0.0;0.633743;0.000121;0.6345;Evaluated;;
2;3072699120;99.9;99.8001;swap_blocks;swap_blocks(39 .. 44, 19 .. 24);;;;;;;;;;39;44;19;24;16526.355089511424;18712.22579772987;2185.8707082184446;3.1432687451258876e-10;0.9526964972517744;False;RejectedWorseCandidate;16526.355089511424;16526.355089511424;False;3;64;True;0.682566;6.2e-05;0.0;1.316309;0.000184;1.3185;Evaluated;;
3;3072699120;99.8001;99.7002999;move;move(15 -> 37);;;15;37;;;;;;;;;;16526.355089511424;17449.56915075286;923.2140612414369;9.605086846054583e-05;0.929840090952126;False;RejectedWorseCandidate;16526.355089511424;16526.355089511424;False;4;64;True;0.640004;0.000115;0.0;1.956313;0.000298;1.961;Evaluated;;
4;3072699120;99.7002999;99.60059960010001;swap_blocks;swap_blocks(15 .. 20, 35 .. 40);;;;;;;;;;15;20;35;40;16526.355089511424;16795.524812200558;269.1697226891338;0.06721972849711304;0.5703966582331236;False;RejectedWorseCandidate;16526.355089511424;16526.355089511424;False;5;64;True;0.640006;9.2e-05;0.0;2.596318;0.00039;2.6029;Evaluated;;
5;3072699120;99.60059960010001;99.50099900049992;move;move(14 -> 35);;;14;35;;;;;;;;;;16526.355089511424;17447.22676951473;920.8716800033071;9.65312334880471e-05;0.7001215348653135;False;RejectedWorseCandidate;16526.355089511424;16526.355089511424;False;6;64;True;0.640482;3e-05;0.0;3.2368;0.00042;3.2443;Evaluated;;
6;3072699120;99.50099900049992;99.40149800149942;move;move(16 -> 36);;;16;36;;;;;;;;;;16526.355089511424;17447.784547974137;921.4294584627132;9.510732234446672e-05;0.38296435498304837;False;RejectedWorseCandidate;16526.355089511424;16526.355089511424;False;7;64;True;0.65014;9.2e-05;0.0;3.88694;0.000512;3.8965;Evaluated;;
7;3072699120;99.40149800149942;99.30209650349792;reverse;reverse(17 .. 39);;;;;17;39;;;;;;;;16526.355089511424;16543.627210468097;17.27212095667346;0.8404976066542212;0.8715712643845338;False;RejectedWorseCandidate;16526.355089511424;16526.355089511424;False;8;64;True;0.655772;8.3e-05;0.0;4.542712;0.000596;4.5536;Evaluated;;
8;3072699120;99.30209650349792;99.20279440699443;swap;swap(47, 55);47;55;;;;;;;;;;;;16526.355089511424;16544.03872082354;17.68363131211663;0.8368761958244719;0.22177205344402828;True;AcceptedWorseByTemperature;16544.03872082354;16526.355089511424;False;9;64;True;0.645119;3.3e-05;0.0;5.187831;0.000628;5.1993;Evaluated;;
9;3072699120;99.20279440699443;99.10359161258744;move;move(48 -> 15);;;48;15;;;;;;;;;;16544.03872082354;16733.252055916193;189.21333509265241;0.14847498854719363;0.9563805144015294;False;RejectedWorseCandidate;16544.03872082354;16526.355089511424;False;10;64;True;0.644294;2.9e-05;0.0;5.832125;0.000657;5.8442;Evaluated;;
10;3072699120;99.10359161258744;99.00448802097485;swap;swap(49, 61);49;61;;;;;;;;;;;;16544.03872082354;16932.20423644418;388.1655156206398;0.019905377263757622;0.3268249494306149;False;RejectedWorseCandidate;16544.03872082354;16526.355089511424;False;11;64;True;0.644226;4.1e-05;0.0;6.476351;0.000698;6.4897;Evaluated;;
11;3072699120;99.00448802097485;98.90548353295387;swap;swap(7, 20);7;20;;;;;;;;;;;;16544.03872082354;17819.08874804017;1275.0500272166282;2.551805610913193e-06;0.1201289879952232;False;RejectedWorseCandidate;16544.03872082354;16526.355089511424;False;12;64;True;0.660943;0.000107;0.0;7.137294;0.000805;7.1532;Evaluated;;
12;3072699120;98.90548353295387;98.8065780494209;reverse;reverse(42 .. 56);;;;;42;56;;;;;;;;16544.03872082354;16330.713685445347;-213.3250353781932;1.0;;True;ImprovedOrEqualCurrentSolution;16330.713685445347;16330.713685445347;True;13;64;True;0.654938;0.00014;0.0;7.792232;0.000945;7.8103;Evaluated;;
13;3072699120;98.8065780494209;98.70777147137149;reverse;reverse(17 .. 39);;;;;17;39;;;;;;;;16330.713685445347;17464.82095235702;1134.107266911671;1.0354863052113624e-05;0.5428498766841685;False;RejectedWorseCandidate;16330.713685445347;16330.713685445347;False;14;64;True;0.692437;6.1e-05;0.0;8.484669;0.001006;8.5041;Evaluated;;
14;3072699120;98.70777147137149;98.60906369990012;reinsert_block;reinsert_block(30 .. 32 -> 58);;;;;;;30;32;58;;;;;16330.713685445347;16233.542419080124;-97.17126636522335;1.0;;True;ImprovedOrEqualCurrentSolution;16233.542419080124;16233.542419080124;True;15;64;True;0.653967;7.5e-05;0.0;9.138636;0.00108;9.1602;Evaluated;;
15;3072699120;98.60906369990012;98.51045463620022;reinsert_block;reinsert_block(45 .. 47 -> 4);;;;;;;45;47;4;;;;;16233.542419080124;17680.062203919184;1446.5197848390599;4.258249038041535e-07;0.9551230837942728;False;RejectedWorseCandidate;16233.542419080124;16233.542419080124;False;16;64;True;0.685556;6.8e-05;0.0;9.824192;0.001148;9.8475;Evaluated;;
16;3072699120;98.51045463620022;98.41194418156402;swap;swap(16, 1);16;1;;;;;;;;;;;;16233.542419080124;17031.561483441925;798.0190643618007;0.00030327924470168014;0.9356347467467419;False;RejectedWorseCandidate;16233.542419080124;16233.542419080124;False;17;64;True;0.657523;9e-05;0.0;10.481716;0.001239;10.5069;Evaluated;;
17;3072699120;98.41194418156402;98.31353223738246;reverse;reverse(0 .. 11);;;;;0;11;;;;;;;;16233.542419080124;18038.03729967699;1804.494880596867;1.0882205607317722e-08;0.48126439447351743;False;RejectedWorseCandidate;16233.542419080124;16233.542419080124;False;18;64;True;0.647021;6.4e-05;0.0;11.128737;0.001303;11.1558;Evaluated;;
18;3072699120;98.31353223738246;98.21521870514508;swap;swap(46, 37);46;37;;;;;;;;;;;;16233.542419080124;16374.09783075308;140.55541167295632;0.2393891148596783;0.8923245979741504;False;RejectedWorseCandidate;16233.542419080124;16233.542419080124;False;19;64;True;0.652314;0.000112;0.0;11.78105;0.001415;11.8097;Evaluated;;
19;3072699120;98.21521870514508;98.11700348643993;swap;swap(25, 10);25;10;;;;;;;;;;;;16233.542419080124;17117.74204767741;884.1996285972855;0.00012308020603563863;0.808504719170775;False;RejectedWorseCandidate;16233.542419080124;16233.542419080124;False;20;64;True;0.644736;2.9e-05;0.0;12.425787;0.001443;12.4556;Evaluated;;
20;3072699120;98.11700348643993;98.01888648295349;reverse;reverse(31 .. 50);;;;;31;50;;;;;;;;16233.542419080124;16448.985432937327;215.44301385720246;0.11127212134458124;0.26536476742223536;False;RejectedWorseCandidate;16233.542419080124;16233.542419080124;False;21;64;True;0.650817;0.000139;0.0;13.076603;0.001583;13.1089;Evaluated;;
21;3072699120;98.01888648295349;97.92086759647054;move;move(9 -> 17);;;9;17;;;;;;;;;;16233.542419080124;16240.217383249363;6.674964169238592;0.9341682149226924;0.6308153507365479;True;AcceptedWorseByTemperature;16240.217383249363;16233.542419080124;False;22;64;True;0.654297;9.8e-05;0.0;13.7309;0.001681;13.7654;Evaluated;;
22;3072699120;97.92086759647054;97.82294672887407;swap_blocks;swap_blocks(56 .. 61, 43 .. 48);;;;;;;;;;56;61;43;48;16240.217383249363;16353.37539810048;113.1580148511166;0.31486643600520076;0.03525080582937001;True;AcceptedWorseByTemperature;16353.37539810048;16233.542419080124;False;23;64;True;0.644238;9.6e-05;0.0;14.375138;0.001776;14.4118;Evaluated;;
