evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;2934644816;100.0;99.9;move;move(8 -> 4);;;8;4;;;;;;;;;;16630.57522948563;17901.555183654546;1270.9799541689172;3.0213719498986094e-06;0.4831803062956622;False;RejectedWorseCandidate;16630.57522948563;16630.57522948563;False;2;64;True;0.638628;0.000128;0.0;0.638628;0.000128;0.6393;Evaluated;;
2;2934644816;99.9;99.8001;reinsert_block;reinsert_block(17 .. 26 -> 10);;;;;;;17;26;10;;;;;16630.57522948563;17567.030173531115;936.4549440454866;8.490960280335387e-05;0.3401398675537961;False;RejectedWorseCandidate;16630.57522948563;16630.57522948563;False;3;64;True;0.680322;8.7e-05;0.0;1.31895;0.000215;1.3212;Evaluated;;
3;2934644816;99.8001;99.7002999;reverse;reverse(11 .. 55);;;;;11;55;;;;;;;;16630.57522948563;16757.54770227454;126.97247278891155;0.2801954197411022;0.8255442729757979;False;RejectedWorseCandidate;16630.57522948563;16630.57522948563;False;4;64;True;0.637888;0.000139;0.0;1.956837;0.000353;1.9614;Evaluated;;
4;2934644816;99.7002999;99.60059960010001;reinsert_block;reinsert_block(10 .. 17 -> 2);;;;;;;10;17;2;;;;;16630.57522948563;16630.57522948563;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16630.57522948563;16630.57522948563;False;5;64;True;0.639251;0.000108;0.0;2.596088;0.000461;2.6028;Evaluated;;
5;2934644816;99.60059960010001;99.50099900049992;reinsert_block;reinsert_block(0 .. 10 -> 22);;;;;;;0;10;22;;;;;16630.57522948563;17539.402871901155;908.8276424155265;0.00010893920379405656;0.993458101048608;False;RejectedWorseCandidate;16630.57522948563;16630.57522948563;False;6;64;True;0.653555;6.9e-05;0.0;3.249644;0.00053;3.2582;Evaluated;;
6;2934644816;99.50099900049992;99.40149800149942;swap;swap(37, 59);37;59;;;;;;;;;;;;16630.57522948563;16470.13057034319;-160.44465914243847;1.0;;True;ImprovedOrEqualCurrentSolution;16470.13057034319;16470.13057034319;True;7;64;True;0.65148;9e-05;0.0;3.901123;0.00062;3.9124;Evaluated;;
7;2934644816;99.40149800149942;99.30209650349792;swap;swap(3, 16);3;16;;;;;;;;;;;;16470.13057034319;17979.86349412278;1509.7329237795893;2.534165892640739e-07;0.4741549910906403;False;RejectedWorseCandidate;16470.13057034319;16470.13057034319;False;8;64;True;0.664604;9.6e-05;0.0;4.565727;0.000716;4.5793;Evaluated;;
8;2934644816;99.30209650349792;99.20279440699443;reverse;reverse(16 .. 24);;;;;16;24;;;;;;;;16470.13057034319;17427.40098724367;957.2704169004792;6.507422997580569e-05;0.14891307983268653;False;RejectedWorseCandidate;16470.13057034319;16470.13057034319;False;9;64;True;0.654421;0.000149;0.0;5.220148;0.000865;5.2361;Evaluated;;
9;2934644816;99.20279440699443;99.10359161258744;move;move(25 -> 30);;;25;30;;;;;;;;;;16470.13057034319;17070.57280811706;600.4422377738701;0.002351564004223901;0.6467468859135245;False;RejectedWorseCandidate;16470.13057034319;16470.13057034319;False;10;64;True;0.653559;0.000107;0.0;5.873707;0.000972;5.8919;Evaluated;;
10;2934644816;99.10359161258744;99.00448802097485;swap;swap(30, 45);30;45;;;;;;;;;;;;16470.13057034319;17010.076743542682;539.9461731994925;0.004303611362779173;0.2980770026276186;False;RejectedWorseCandidate;16470.13057034319;16470.13057034319;False;11;64;True;0.648029;9.2e-05;0.0;6.521736;0.001064;6.5416;Evaluated;;
11;2934644816;99.00448802097485;98.90548353295387;swap;swap(40, 44);40;44;;;;;;;;;;;;16470.13057034319;16088.560810069606;-381.5697602735836;1.0;;True;ImprovedOrEqualCurrentSolution;16088.560810069606;16088.560810069606;True;12;64;True;0.647378;2.8e-05;0.0;7.169114;0.001091;7.1905;Evaluated;;
12;2934644816;98.90548353295387;98.8065780494209;reinsert_block;reinsert_block(24 .. 25 -> 36);;;;;;;24;25;36;;;;;16088.560810069606;16545.040888237858;456.48007816825157;0.009899053056760015;0.6906034035884571;False;RejectedWorseCandidate;16088.560810069606;16088.560810069606;False;13;64;True;0.661673;9.8e-05;0.0;7.830787;0.00119;7.8544;Evaluated;;
13;2934644816;98.8065780494209;98.70777147137149;reverse;reverse(44 .. 52);;;;;44;52;;;;;;;;16088.560810069606;17201.276560044844;1112.7157499752375;1.285785854590526e-05;0.6953220544618789;False;RejectedWorseCandidate;16088.560810069606;16088.560810069606;False;14;64;True;0.643544;3e-05;0.0;8.474331;0.00122;8.4988;Evaluated;;
14;2934644816;98.70777147137149;98.60906369990012;swap_blocks;swap_blocks(40 .. 46, 0 .. 6);;;;;;;;;;40;46;0;6;16088.560810069606;17035.12651748168;946.5657074120736;6.843841179308224e-05;0.5128536745870268;False;RejectedWorseCandidate;16088.560810069606;16088.560810069606;False;15;64;True;0.647993;5.3e-05;0.0;9.122324;0.001274;9.1487;Evaluated;;
15;2934644816;98.60906369990012;98.51045463620022;reverse;reverse(31 .. 51);;;;;31;51;;;;;;;;16088.560810069606;16597.03823760957;508.4774275399632;0.005761843080673456;0.5995767598455433;False;RejectedWorseCandidate;16088.560810069606;16088.560810069606;False;16;64;True;0.654889;0.000103;0.0;9.777213;0.001377;9.8055;Evaluated;;
16;2934644816;98.51045463620022;98.41194418156402;swap_blocks;swap_blocks(12 .. 17, 38 .. 43);;;;;;;;;;12;17;38;43;16088.560810069606;18621.30602129663;2532.745211227024;6.825056553445786e-12;0.06989564342364463;False;RejectedWorseCandidate;16088.560810069606;16088.560810069606;False;17;64;True;0.651811;5.9e-05;0.0;10.429024;0.001436;10.4596;Evaluated;;
17;2934644816;98.41194418156402;98.31353223738246;swap_blocks;swap_blocks(60 .. 62, 2 .. 4);;;;;;;;;;60;62;2;4;16088.560810069606;17341.11021672267;1252.5494066530646;2.9680193642571234e-06;0.7772937044423864;False;RejectedWorseCandidate;16088.560810069606;16088.560810069606;False;18;64;True;0.649747;8.6e-05;0.0;11.07877;0.001522;11.1117;Evaluated;;
