evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;3990179454;100.0;99.9;swap;swap(38, 54);38;54;;;;;;;;;;;;16625.423888583944;16625.423888583944;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16625.423888583944;16625.423888583944;False;2;64;True;0.636567;0.00015;0.0;0.636567;0.00015;0.6374;Evaluated;;
2;3990179454;99.9;99.8001;reinsert_block;reinsert_block(44 .. 47 -> 13);;;;;;;44;47;13;;;;;16625.423888583944;16555.20732242352;-70.2165661604231;1.0;;True;ImprovedOrEqualCurrentSolution;16555.20732242352;16555.20732242352;True;3;64;True;0.680354;7.6e-05;0.0;1.31692;0.000227;1.3193;Evaluated;;
3;3990179454;99.8001;99.7002999;swap;swap(19, 46);19;46;;;;;;;;;;;;16555.20732242352;17747.510080869593;1192.3027584460724;6.479226276756224e-06;0.2688522107348853;False;RejectedWorseCandidate;16555.20732242352;16555.20732242352;False;4;64;True;0.635199;6.6e-05;0.0;1.95212;0.000292;1.9556;Evaluated;;
4;3990179454;99.7002999;99.60059960010001;reinsert_block;reinsert_block(54 .. 63 -> 20);;;;;;;54;63;20;;;;;16555.20732242352;18865.10004033485;2309.8927179113307;8.671772733161864e-11;0.7960647006314656;False;RejectedWorseCandidate;16555.20732242352;16555.20732242352;False;5;64;True;0.630549;3e-05;0.0;2.582669;0.000322;2.5867;Evaluated;;
5;3990179454;99.60059960010001;99.50099900049992;move;move(28 -> 25);;;28;25;;;;;;;;;;16555.20732242352;16563.67676347476;8.469441051238391;0.9184810217188084;0.5081506493655067;True;AcceptedWorseByTemperature;16563.67676347476;16555.20732242352;False;6;64;True;0.644842;3.2e-05;0.0;3.227511;0.000354;3.2327;Evaluated;;
6;3990179454;99.50099900049992;99.40149800149942;swap_blocks;swap_blocks(56 .. 63, 30 .. 37);;;;;;;;;;56;63;30;37;16563.67676347476;18380.12933138463;1816.4525679098697;1.1794630959982228e-08;0.6731800917490922;False;RejectedWorseCandidate;16563.67676347476;16555.20732242352;False;7;64;True;0.655143;0.000109;0.0;3.882654;0.000463;3.8903;Evaluated;;
7;3990179454;99.40149800149942;99.30209650349792;swap_blocks;swap_blocks(39 .. 45, 14 .. 20);;;;;;;;;;39;45;14;20;16563.67676347476;18479.058628035298;1915.3818645605388;4.280718949079626e-09;0.15745933031153525;False;RejectedWorseCandidate;16563.67676347476;16555.20732242352;False;8;64;True;0.652122;0.000121;0.0;4.534776;0.000584;4.5452;Evaluated;;
8;3990179454;99.30209650349792;99.20279440699443;swap_blocks;swap_blocks(15 .. 18, 11 .. 14);;;;;;;;;;15;18;11;14;16563.67676347476;18318.810173013426;1755.1334095386665;2.1085371106284555e-08;0.09485962243608426;False;RejectedWorseCandidate;16563.67676347476;16555.20732242352;False;9;64;True;0.650251;8.7e-05;0.0;5.185027;0.000671;5.1971;Evaluated;;
9;3990179454;99.20279440699443;99.10359161258744;swap;swap(48, 19);48;19;;;;;;;;;;;;16563.67676347476;18377.481584468416;1813.804820993657;1.1466825060471611e-08;0.4496143279773567;False;RejectedWorseCandidate;16563.67676347476;16555.20732242352;False;10;64;True;0.64462;3e-05;0.0;5.829647;0.000701;5.8428;Evaluated;;
10;3990179454;99.10359161258744;99.00448802097485;swap;swap(50, 55);50;55;;;;;;;;;;;;16563.67676347476;16571.997631602928;8.320868128168513;0.9194668226139887;0.10859338137396479;True;AcceptedWorseByTemperature;16571.997631602928;16555.20732242352;False;11;64;True;0.655247;8.9e-05;0.0;6.484895;0.000789;6.4997;Evaluated;;
11;3990179454;99.00448802097485;98.90548353295387;swap;swap(20, 35);20;35;;;;;;;;;;;;16571.997631602928;16956.153510541524;384.1558789385963;0.020646973936664134;0.8290545632482782;False;RejectedWorseCandidate;16571.997631602928;16555.20732242352;False;12;64;True;0.643005;5.1e-05;0.0;7.127899;0.00084;7.1445;Evaluated;;
12;3990179454;98.90548353295387;98.8065780494209;swap;swap(57, 7);57;7;;;;;;;;;;;;16571.997631602928;16547.91480360146;-24.082828001468442;1.0;;True;ImprovedOrEqualCurrentSolution;16547.91480360146;16547.91480360146;True;13;64;True;0.662291;0.000106;0.0;7.79019;0.000946;7.8093;Evaluated;;
13;3990179454;98.8065780494209;98.70777147137149;move;move(51 -> 34);;;51;34;;;;;;;;;;16547.91480360146;16896.826831811763;348.9120282103031;0.02926792268201776;0.5938806529867761;False;RejectedWorseCandidate;16547.91480360146;16547.91480360146;False;14;64;True;0.694201;9.3e-05;0.0;8.484391;0.001039;8.5056;Evaluated;;
