evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
23;676114771;97.82294672887407;97.7251237821452;reinsert_block;reinsert_block(53 .. 57 -> 50);;;;;;;53;57;50;;;;;16000.458981615968;15685.948831338636;-314.5101502773323;1.0;;True;ImprovedOrEqualCurrentSolution;15685.948831338636;15685.948831338636;True;24;64;True;0.621871;2.7e-05;0.0;14.822312;0.001785;14.8624;Evaluated;;
24;676114771;97.7251237821452;97.62739865836306;reverse;reverse(24 .. 59);;;;;24;59;;;;;;;;15685.948831338636;17174.506566566626;1488.5577352279906;2.425425904408536e-07;0.733514749289555;False;RejectedWorseCandidate;15685.948831338636;15685.948831338636;False;25;64;True;0.632165;3.1e-05;0.0;15.454477;0.001815;15.4958;Evaluated;;
25;676114771;97.62739865836306;97.5297712597047;move;move(12 -> 53);;;12;53;;;;;;;;;;15685.948831338636;16187.042678459582;501.0938471209465;0.005900504678872702;0.32061666112338694;False;RejectedWorseCandidate;15685.948831338636;15685.948831338636;False;26;64;True;0.639078;9.2e-05;0.0;16.093555;0.001907;16.137;Evaluated;;
26;676114771;97.5297712597047;97.432241488445;move;move(44 -> 55);;;44;55;;;;;;;;;;15685.948831338636;15590.410651571754;-95.53817976688151;1.0;;True;ImprovedOrEqualCurrentSolution;15590.410651571754;15590.410651571754;True;27;64;True;0.644484;9.1e-05;0.0;16.738039;0.001998;16.7832;Evaluated;;
27;676114771;97.432241488445;97.33480924695655;reinsert_block;reinsert_block(24 .. 35 -> 51);;;;;;;24;35;51;;;;;15590.410651571754;16644.00183230253;1053.5911807307748;2.01243831364003e-05;0.7931640630388624;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;28;64;True;0.648655;2.7e-05;0.0;17.386694;0.002025;17.4331;Evaluated;;
28;676114771;97.33480924695655;97.2374744377096;reinsert_block;reinsert_block(25 .. 30 -> 17);;;;;;;25;30;17;;;;;15590.410651571754;16367.723225164325;777.3125735925714;0.00034020336402543026;0.6971185303500882;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;29;64;True;0.648138;9.6e-05;0.0;18.034832;0.002121;18.0832;Evaluated;;
29;676114771;97.2374744377096;97.14023696327189;reverse;reverse(47 .. 59);;;;;47;59;;;;;;;;15590.410651571754;16559.850080793138;969.4394292213838;4.6791316238513105e-05;0.3996573656845003;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;30;64;True;0.648361;0.000121;0.0;18.683193;0.002242;18.7345;Evaluated;;
30;676114771;97.14023696327189;97.04309672630862;move;move(32 -> 51);;;32;51;;;;;;;;;;15590.410651571754;15836.771028419775;246.36037684802068;0.07917211634651153;0.5721261328812651;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;31;64;True;0.655523;0.000132;0.0;19.338716;0.002374;19.392;Evaluated;;
31;676114771;97.04309672630862;96.94605362958231;move;move(31 -> 6);;;31;6;;;;;;;;;;15590.410651571754;15666.91872017403;76.50806860227567;0.45457484864145936;0.7430426038754837;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;32;64;True;0.64426;5.2e-05;0.0;19.982976;0.002426;20.0382;Evaluated;;
32;676114771;96.94605362958231;96.84910757595273;swap;swap(31, 49);31;49;;;;;;;;;;;;15590.410651571754;15845.633681282254;255.22302971049976;0.07188918903357562;0.44501340388432675;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;33;64;True;0.648548;8.9e-05;0.0;20.631525;0.002514;20.6887;Evaluated;;
33;676114771;96.84910757595273;96.75225846837678;reinsert_block;reinsert_block(15 .. 18 -> 6);;;;;;;15;18;6;;;;;15590.410651571754;16898.29189976505;1307.8812481932946;1.365050617323032e-06;0.12842790474237953;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;34;64;True;0.64884;9.9e-05;0.0;21.280364;0.002613;21.3397;Evaluated;;
34;676114771;96.75225846837678;96.65550620990841;reverse;reverse(4 .. 49);;;;;4;49;;;;;;;;15590.410651571754;16689.858739152878;1099.4480875811241;1.1611213336724762e-05;0.7124318800912842;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;35;64;True;0.657663;0.000104;0.0;21.938027;0.002717;21.9997;Evaluated;;
35;676114771;96.65550620990841;96.5588507036985;swap_blocks;swap_blocks(34 .. 36, 40 .. 42);;;;;;;;;;34;36;40;42;15590.410651571754;16732.493540656877;1142.0828890851226;7.385331378836995e-06;0.8287949589012757;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;36;64;True;0.659257;0.000161;0.0;22.597285;0.002878;22.6615;Evaluated;;
36;676114771;96.5588507036985;96.4622918529948;reverse;reverse(20 .. 49);;;;;20;49;;;;;;;;15590.410651571754;17059.818037242858;1469.4073856711038;2.460480550549978e-07;0.6753036233799066;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;37;64;True;0.652555;9.4e-05;0.0;23.24984;0.002972;23.3166;Evaluated;;
37;676114771;96.4622918529948;96.3658295611418;reinsert_block;reinsert_block(46 .. 50 -> 3);;;;;;;46;50;3;;;;;15590.410651571754;17712.87142407119;2122.460772499435;2.781084410892998e-10;0.5868414820046213;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;38;64;True;0.647753;0.000118;0.0;23.897593;0.00309;23.9668;Evaluated;;
38;676114771;96.3658295611418;96.26946373158066;reverse;reverse(3 .. 46);;;;;3;46;;;;;;;;15590.410651571754;16081.100086368246;490.6894347964917;0.006146058592899696;0.9440581009622407;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;39;64;True;0.658287;0.0002;0.0;24.55588;0.00329;24.6272;Evaluated;;
39;676114771;96.26946373158066;96.17319426784907;reinsert_block;reinsert_block(47 .. 52 -> 31);;;;;;;47;52;31;;;;;15590.410651571754;15778.899719146915;188.48906757516124;0.14115001180635095;0.8221234803812696;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;40;64;True;0.657455;9.3e-05;0.0;25.213336;0.003382;25.2869;Evaluated;;
40;676114771;96.17319426784907;96.07702107358122;move;move(16 -> 53);;;16;53;;;;;;;;;;15590.410651571754;16903.609586425882;1313.1989348541283;1.1746722864358613e-06;0.5560106882419679;False;RejectedWorseCandidate;15590.410651571754;15590.410651571754;False;41;64;True;0.655856;9.8e-05;0.0;25.869192;0.003481;25.9453;Evaluated;;
41;676114771;96.07702107358122;95.98094405250764;reverse;reverse(45 .. 48);;;;;45;48;;;;;;;;15590.410651571754;15442.794166711496;-147.61648486025842;1.0;;True;ImprovedOrEqualCurrentSolution;15442.794166711496;15442.794166711496;True;42;64;True;0.657406;0.000103;0.0;26.526598;0.003583;26.6054;Evaluated;;
42;676114771;95.98094405250764;95.88496310845512;move;move(16 -> 18);;;16;18;;;;;;;;;;15442.794166711496;15451.120095328388;8.32592861689227;0.9169102893913924;0.5461188465160962;True;AcceptedWorseByTemperature;15451.120095328388;15442.794166711496;False;43;64;True;0.67999;9.5e-05;0.0;27.206588;0.003678;27.287;Evaluated;;
43;676114771;95.88496310845512;95.78907814534666;swap;swap(40, 18);40;18;;;;;;;;;;;;15451.120095328388;15451.120095328388;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;15451.120095328388;15442.794166711496;False;44;64;True;0.648786;2.8e-05;0.0;27.855374;0.003706;27.9367;Evaluated;;
44;676114771;95.78907814534666;95.69328906720132;move;move(27 -> 39);;;27;39;;;;;;;;;;15451.120095328388;16405.142757874808;954.0226625464202;4.727077244644766e-05;0.5937342761887257;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;45;64;True;0.647485;5.8e-05;0.0;28.502859;0.003765;28.5863;Evaluated;;
45;676114771;95.69328906720132;95.59759577813412;reverse;reverse(25 .. 32);;;;;25;32;;;;;;;;15451.120095328388;15761.05926857117;309.939173242783;0.03920774506903562;0.4790077245049439;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;46;64;True;0.656513;0.000131;0.0;29.159372;0.003895;29.245;Evaluated;;
46;676114771;95.59759577813412;95.50199818235599;move;move(23 -> 35);;;23;35;;;;;;;;;;15451.120095328388;16366.010858231295;914.8907629029072;6.977549118189663e-05;0.14344895620710552;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;47;64;True;0.64849;7.3e-05;0.0;29.807862;0.003968;29.895;Evaluated;;
47;676114771;95.50199818235599;95.40649618417363;reverse;reverse(11 .. 32);;;;;11;32;;;;;;;;15451.120095328388;16277.688339332637;826.5682440042492;0.00017425622800064253;0.9177035577795161;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;48;64;True;0.648927;5.7e-05;0.0;30.456789;0.004025;30.5456;Evaluated;;
48;676114771;95.40649618417363;95.31108968798947;reinsert_block;reinsert_block(58 .. 59 -> 8);;;;;;;58;59;8;;;;;15451.120095328388;16828.017480925173;1376.8973855967852;5.398881152142292e-07;0.20960809622424015;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;49;64;True;0.653144;9.6e-05;0.0;31.109932;0.004121;31.2012;Evaluated;;
49;676114771;95.31108968798947;95.21577859830147;reverse;reverse(18 .. 62);;;;;18;62;;;;;;;;15451.120095328388;17086.961262477194;1635.8411671488066;3.516629717680464e-08;0.9936274800991813;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;50;64;True;0.652815;0.000114;0.0;31.762748;0.004235;31.8567;Evaluated;;
50;676114771;95.21577859830147;95.12056281970317;reinsert_block;reinsert_block(26 .. 34 -> 47);;;;;;;26;34;47;;;;;15451.120095328388;16154.230045126134;703.1099497977466;0.0006208724964953946;0.007579902147750506;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;51;64;True;0.656398;0.000101;0.0;32.419145;0.004336;32.5154;Evaluated;;
51;676114771;95.12056281970317;95.02544225688347;reverse;reverse(24 .. 39);;;;;24;39;;;;;;;;15451.120095328388;16402.068966249783;950.9488709213947;4.552264254452098e-05;0.7157978985647586;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;52;64;True;0.653599;0.000109;0.0;33.072744;0.004445;33.1707;Evaluated;;
52;676114771;95.02544225688347;94.93041681462658;reinsert_block;reinsert_block(27 .. 34 -> 26);;;;;;;27;34;26;;;;;15451.120095328388;16424.001468068393;972.8813727400047;3.578024428104057e-05;0.20551825958617398;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;53;64;True;0.645994;3e-05;0.0;33.718738;0.004475;33.818;Evaluated;;
53;676114771;94.93041681462658;94.83548639781196;reinsert_block;reinsert_block(13 .. 19 -> 24);;;;;;;13;19;24;;;;;15451.120095328388;17024.59791722471;1573.477821896322;6.331997965244598e-08;0.4814998586126591;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;54;64;True;0.654475;0.000128;0.0;34.373213;0.004603;34.4744;Evaluated;;
54;676114771;94.83548639781196;94.74065091141415;reverse;reverse(18 .. 45);;;;;18;45;;;;;;;;15451.120095328388;16442.23458062478;991.1144852963916;2.892274987801851e-05;0.9322032782932267;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;55;64;True;0.652268;5.1e-05;0.0;35.025481;0.004654;35.128;Evaluated;;
55;676114771;94.74065091141415;94.64591026050273;reinsert_block;reinsert_block(25 .. 27 -> 59);;;;;;;25;27;59;;;;;15451.120095328388;17526.409308450482;2075.289213122094;3.0676169273857696e-10;0.020680663836816104;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;56;64;True;0.652796;0.000104;0.0;35.678277;0.004758;35.7836;Evaluated;;
56;676114771;94.64591026050273;94.55126435024223;swap_blocks;swap_blocks(40 .. 41, 27 .. 28);;;;;;;;;;40;41;27;28;15451.120095328388;17448.77561703349;1997.6555217051027;6.815696019397554e-10;0.146740389411826;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;57;64;True;0.659288;0.000153;0.0;36.337565;0.004911;36.4453;Evaluated;;
57;676114771;94.55126435024223;94.45671308589199;reinsert_block;reinsert_block(43 .. 50 -> 11);;;;;;;43;50;11;;;;;15451.120095328388;16957.77828565392;1506.658190325532;1.2011351423580473e-07;0.8330159730767306;False;RejectedWorseCandidate;15451.120095328388;15442.794166711496;False;58;64;True;0.655317;0.000106;0.0;36.992882;0.005017;37.103;Evaluated;;
58;676114771;94.45671308589199;94.3622563728061;move;move(35 -> 54);;;35;54;;;;;;;;;;15451.120095328388;15424.080793434801;-27.039301893586526;1.0;;True;ImprovedOrEqualCurrentSolution;15424.080793434801;15424.080793434801;True;59;64;True;0.649855;0.000106;0.0;37.642737;0.005123;37.7548;Evaluated;;
59;676114771;94.3622563728061;94.2678941164333;swap;swap(45, 58);45;58;;;;;;;;;;;;15424.080793434801;15563.85716461667;139.77637118186794;0.2273478283293093;0.25808912756794566;False;RejectedWorseCandidate;15424.080793434801;15424.080793434801;False;60;64;True;0.683925;3.6e-05;0.0;38.326662;0.00516;38.4403;Evaluated;;
60;676114771;94.2678941164333;94.17362622231687;reinsert_block;reinsert_block(29 .. 39 -> 48);;;;;;;29;39;48;;;;;15424.080793434801;16417.252794443688;993.1720010088866;2.6572500608857396e-05;0.15782009375040196;False;RejectedWorseCandidate;15424.080793434801;15424.080793434801;False;61;64;True;0.656408;9.7e-05;0.0;38.98307;0.005257;39.0988;Evaluated;;
61;676114771;94.17362622231687;94.07945259609455;move;move(39 -> 5);;;39;5;;;;;;;;;;15424.080793434801;16828.845783499186;1404.7649900643846;3.3245681928661647e-07;0.45248161707352685;False;RejectedWorseCandidate;15424.080793434801;15424.080793434801;False;62;64;True;0.652082;9.3e-05;0.0;39.635152;0.005349;39.7529;Evaluated;;
62;676114771;94.07945259609455;93.98537314349846;swap_blocks;swap_blocks(3 .. 9, 28 .. 34);;;;;;;;;;3;9;28;34;15424.080793434801;16970.46790834803;1546.3871149132283;7.269207195398e-08;0.08808706052530724;False;RejectedWorseCandidate;15424.080793434801;15424.080793434801;False;63;64;True;0.650775;8.5e-05;0.0;40.285927;0.005434;40.4059;Evaluated;;
63;676114771;93.98537314349846;93.89138777035497;reverse;reverse(5 .. 28);;;;;5;28;;;;;;;;15424.080793434801;18292.768840583147;2868.6880471483455;5.54825726434366e-14;0.8599452657121112;False;RejectedWorseCandidate;15424.080793434801;15424.080793434801;False;64;64;True;0.657597;0.000101;0.0;40.943524;0.005535;41.0658;Evaluated;;
64;676114771;93.89138777035497;93.79749638258461;reverse;reverse(18 .. 31);;;;;18;31;;;;;;;;15424.080793434801;15920.757794372163;496.6770009373613;0.0050422135091828905;0.5851142206752198;False;RejectedWorseCandidate;15424.080793434801;15424.080793434801;False;65;64;True;0.65619;0.000118;0.0;41.599714;0.005653;41.7239;Evaluated;;
65;676114771;93.79749638258461;93.70369888620203;reinsert_block;reinsert_block(40 .. 49 -> 34);;;;;;;40;49;34;;;;;15424.080793434801;15597.224647730567;173.14385429576578;0.15787801866770063;0.19970124502405384;False;RejectedWorseCandidate;15424.080793434801;15424.080793434801;False;66;64;True;0.645443;4.5e-05;0.0;42.245157;0.005698;42.3707;Evaluated;;
66;676114771;93.70369888620203;93.60999518731583;swap;swap(29, 58);29;58;;;;;;;;;;;;15424.080793434801;15423.247278730318;-0.8335147044836049;1.0;;True;ImprovedOrEqualCurrentSolution;15423.247278730318;15423.247278730318;True;67;64;True;0.656661;0.000107;0.0;42.901818;0.005805;43.03;Evaluated;;
67;676114771;93.60999518731583;93.51638519212851;reverse;reverse(24 .. 35);;;;;24;35;;;;;;;;15423.247278730318;17056.906108647054;1633.658829916736;2.6351085399278225e-08;0.8955672979245539;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;68;64;True;0.692337;0.000104;0.0;43.594155;0.005909;43.7246;Evaluated;;
68;676114771;93.51638519212851;93.42286880693638;move;move(38 -> 53);;;38;53;;;;;;;;;;15423.247278730318;15520.73259875528;97.48532002496177;0.3525929288961083;0.6741892327463782;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;69;64;True;0.658315;9.2e-05;0.0;44.252471;0.006001;44.3849;Evaluated;;
69;676114771;93.42286880693638;93.32944593812944;swap;swap(34, 37);34;37;;;;;;;;;;;;15423.247278730318;15478.904819665768;55.657540935450015;0.5511439351030959;0.8643700208240138;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;70;64;True;0.648538;9.5e-05;0.0;44.901009;0.006096;45.0357;Evaluated;;
70;676114771;93.32944593812944;93.23611649219131;reverse;reverse(7 .. 52);;;;;7;52;;;;;;;;15423.247278730318;16020.108732955165;596.861454224847;0.001669534361024392;0.8557222009249513;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;71;64;True;0.654024;0.000128;0.0;45.555033;0.006225;45.692;Evaluated;;
71;676114771;93.23611649219131;93.14288037569912;swap_blocks;swap_blocks(1 .. 2, 20 .. 21);;;;;;;;;;1;2;20;21;15423.247278730318;17458.066171675244;2034.8188929449261;3.3250592066037705e-10;0.3883208933349336;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;72;64;True;0.654629;0.000113;0.0;46.209662;0.006338;46.3493;Evaluated;;
72;676114771;93.14288037569912;93.04973749532343;reinsert_block;reinsert_block(49 .. 53 -> 8);;;;;;;49;53;8;;;;;15423.247278730318;17242.5564710047;1819.3091922743824;3.2897450050846567e-09;0.9206846035804104;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;73;64;True;0.658243;0.000117;0.0;46.867905;0.006455;47.0104;Evaluated;;
73;676114771;93.04973749532343;92.9566877578281;reverse;reverse(15 .. 50);;;;;15;50;;;;;;;;15423.247278730318;18237.970699258734;2814.7234205284167;7.290163310293308e-14;0.3239320285761489;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;74;64;True;0.653716;0.000119;0.0;47.521621;0.006573;47.6669;Evaluated;;
74;676114771;92.9566877578281;92.86373107007027;reinsert_block;reinsert_block(4 .. 11 -> 60);;;;;;;4;11;60;;;;;15423.247278730318;16305.821754886103;882.5744761557853;7.526691285449061e-05;0.5382894659205995;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;75;64;True;0.653955;0.000109;0.0;48.175577;0.006682;48.3239;Evaluated;;
75;676114771;92.86373107007027;92.7708673390002;swap;swap(21, 3);21;3;;;;;;;;;;;;15423.247278730318;17133.249369037276;1710.002090306958;1.0066017941464215e-08;0.9097123069528465;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;76;64;True;0.656459;9e-05;0.0;48.832036;0.006772;48.9829;Evaluated;;
76;676114771;92.7708673390002;92.6780964716612;swap_blocks;swap_blocks(55 .. 57, 51 .. 53);;;;;;;;;;55;57;51;53;15423.247278730318;15588.229197353923;164.98191862360545;0.16891144673793862;0.7662318776819863;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;77;64;True;0.652916;8.9e-05;0.0;49.484952;0.006861;49.6373;Evaluated;;
77;676114771;92.6780964716612;92.58541837518955;move;move(46 -> 35);;;46;35;;;;;;;;;;15423.247278730318;16002.219925387979;578.9726466576612;0.0019359914294694873;0.9133175452633138;False;RejectedWorseCandidate;15423.247278730318;15423.247278730318;False;78;64;True;0.641911;3.1e-05;0.0;50.126862;0.006892;50.2798;Evaluated;;
