evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;336469047;100.0;99.9;swap_blocks;swap_blocks(61 .. 63, 54 .. 56);;;;;;;;;;61;63;54;56;16625.423888583944;16720.675465587683;95.25157700373893;0.38576929481088196;0.049527763615843434;True;AcceptedWorseByTemperature;16720.675465587683;16625.423888583944;False;2;64;True;0.624054;3.3e-05;0.0;0.624054;3.3e-05;0.6243;Evaluated;;
2;336469047;99.9;99.8001;reinsert_block;reinsert_block(3 .. 10 -> 19);;;;;;;3;10;19;;;;;16720.675465587683;18007.52314191169;1286.847676324007;2.5450554475019156e-06;0.49601017141925696;False;RejectedWorseCandidate;16720.675465587683;16625.423888583944;False;3;64;True;0.670909;3.8e-05;0.0;1.294963;7.1e-05;1.2957;Evaluated;;
3;336469047;99.8001;99.7002999;reverse;reverse(12 .. 42);;;;;12;42;;;;;;;;16720.675465587683;17534.528401813728;813.8529362260451;0.0002873438806143325;0.9249115836659338;False;RejectedWorseCandidate;16720.675465587683;16625.423888583944;False;4;64;True;0.628966;4.7e-05;0.0;1.923929;0.000118;1.9253;Evaluated;;
4;336469047;99.7002999;99.60059960010001;move;move(7 -> 61);;;7;61;;;;;;;;;;16720.675465587683;18280.56248687423;1559.8870212865477;1.6037346699268487e-07;0.37727951688596795;False;RejectedWorseCandidate;16720.675465587683;16625.423888583944;False;5;64;True;0.629038;3.2e-05;0.0;2.552967;0.000151;2.5549;Evaluated;;
5;336469047;99.60059960010001;99.50099900049992;move;move(16 -> 6);;;16;6;;;;;;;;;;16720.675465587683;17622.108273257698;901.4328076700149;0.00011733520577050323;0.46184722350349827;False;RejectedWorseCandidate;16720.675465587683;16625.423888583944;False;6;64;True;0.641679;3.2e-05;0.0;3.194646;0.000183;3.1971;Evaluated;;
6;336469047;99.50099900049992;99.40149800149942;reinsert_block;reinsert_block(42 .. 52 -> 15);;;;;;;42;52;15;;;;;16720.675465587683;18556.45794624382;1835.7824806561366;9.712132675098575e-09;0.1458151686125735;False;RejectedWorseCandidate;16720.675465587683;16625.423888583944;False;7;64;True;0.644789;3.1e-05;0.0;3.839435;0.000214;3.8438;Evaluated;;
7;336469047;99.40149800149942;99.30209650349792;swap_blocks;swap_blocks(50 .. 51, 5 .. 6);;;;;;;;;;50;51;5;6;16720.675465587683;20173.288763029304;3452.6132974416214;8.226369020211392e-16;0.029778830946404655;False;RejectedWorseCandidate;16720.675465587683;16625.423888583944;False;8;64;True;0.650801;0.000102;0.0;4.490236;0.000316;4.4973;Evaluated;;
8;336469047;99.30209650349792;99.20279440699443;reinsert_block;reinsert_block(33 .. 44 -> 29);;;;;;;33;44;29;;;;;16720.675465587683;17634.371723432978;913.6962578452949;0.0001009204554841978;0.5186712206370395;False;RejectedWorseCandidate;16720.675465587683;16625.423888583944;False;9;64;True;0.651769;9.2e-05;0.0;5.142004;0.000408;5.1509;Evaluated;;
9;336469047;99.20279440699443;99.10359161258744;reinsert_block;reinsert_block(59 .. 63 -> 53);;;;;;;59;63;53;;;;;16720.675465587683;17351.325574694296;630.650109106613;0.0017342488605957761;0.25799803489572426;False;RejectedWorseCandidate;16720.675465587683;16625.423888583944;False;10;64;True;0.645649;2.6e-05;0.0;5.787653;0.000435;5.7976;Evaluated;;
10;336469047;99.10359161258744;99.00448802097485;swap;swap(60, 44);60;44;;;;;;;;;;;;16720.675465587683;16720.675465587683;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16720.675465587683;16625.423888583944;False;11;64;True;0.652812;9.6e-05;0.0;6.440465;0.000531;6.453;Evaluated;;
