evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;2389766269;100.0;99.9;reverse;reverse(14 .. 53);;;;;14;53;;;;;;;;16625.423888583944;18602.28857692499;1976.8646883410474;2.5976805573174877e-09;0.912062960338651;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;2;64;True;0.636126;0.000139;0.0;0.636126;0.000139;0.6364;Evaluated;;
2;2389766269;99.9;99.8001;swap;swap(29, 9);29;9;;;;;;;;;;;;16625.423888583944;17192.074814000203;566.6509254162593;0.00344035217770158;0.6495510534231835;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;3;64;True;0.675875;3.2e-05;0.0;1.312001;0.000171;1.313;Evaluated;;
3;2389766269;99.8001;99.7002999;move;move(46 -> 19);;;46;19;;;;;;;;;;16625.423888583944;17137.887809239808;512.4639206558641;0.005887617399251127;0.8727819399998238;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;4;64;True;0.633218;7.3e-05;0.0;1.945219;0.000244;1.948;Evaluated;;
4;2389766269;99.7002999;99.60059960010001;swap;swap(49, 21);49;21;;;;;;;;;;;;16625.423888583944;16720.982197365898;95.55830878195411;0.3834846902274648;0.41182419432807904;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;5;64;True;0.640043;0.000113;0.0;2.585262;0.000357;2.5906;Evaluated;;
5;2389766269;99.60059960010001;99.50099900049992;swap;swap(6, 53);6;53;;;;;;;;;;;;16625.423888583944;17355.3988680276;729.9749794436575;0.0006562150928221993;0.9844122904781877;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;6;64;True;0.827195;0.000112;0.0;3.412457;0.000469;3.4206;Evaluated;;
6;2389766269;99.50099900049992;99.40149800149942;swap_blocks;swap_blocks(1 .. 7, 40 .. 46);;;;;;;;;;1;7;40;46;16625.423888583944;18188.303852620695;1562.8799640367506;1.5082002194491294e-07;0.4177633175801596;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;7;64;True;0.652427;0.000142;0.0;4.064884;0.000612;4.0756;Evaluated;;
7;2389766269;99.40149800149942;99.30209650349792;move;move(22 -> 32);;;22;32;;;;;;;;;;16625.423888583944;17088.70805851955;463.28416993560677;0.009459494817953632;0.5107554666996408;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;8;64;True;0.655139;0.000112;0.0;4.720024;0.000724;4.7332;Evaluated;;
8;2389766269;99.30209650349792;99.20279440699443;reverse;reverse(3 .. 31);;;;;3;31;;;;;;;;16625.423888583944;18222.83716923137;1597.4132806474263;1.0322029388825272e-07;0.2559845549673019;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;9;64;True;0.651604;0.000145;0.0;5.371628;0.000869;5.3876;Evaluated;;
9;2389766269;99.20279440699443;99.10359161258744;reinsert_block;reinsert_block(22 .. 29 -> 53);;;;;;;22;29;53;;;;;16625.423888583944;16625.423888583944;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16625.423888583944;16625.423888583944;False;10;64;True;0.655365;0.000128;0.0;6.026994;0.000997;6.0453;Evaluated;;
10;2389766269;99.10359161258744;99.00448802097485;reverse;reverse(28 .. 54);;;;;28;54;;;;;;;;16625.423888583944;17005.537525327585;380.1136367436411;0.021590145938132396;0.9159788823536172;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;11;64;True;0.656913;0.000115;0.0;6.683907;0.001113;6.7048;Evaluated;;
11;2389766269;99.00448802097485;98.90548353295387;reinsert_block;reinsert_block(44 .. 46 -> 35);;;;;;;44;46;35;;;;;16625.423888583944;16896.54571035207;271.1218217681271;0.06466856099544183;0.44464682432889224;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;12;64;True;0.655657;0.000101;0.0;7.339564;0.001214;7.3626;Evaluated;;
12;2389766269;98.90548353295387;98.8065780494209;reinsert_block;reinsert_block(26 .. 33 -> 2);;;;;;;26;33;2;;;;;16625.423888583944;16625.423888583944;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16625.423888583944;16625.423888583944;False;13;64;True;0.652163;9.9e-05;0.0;7.991727;0.001313;8.0175;Evaluated;;
13;2389766269;98.8065780494209;98.70777147137149;swap_blocks;swap_blocks(0 .. 5, 21 .. 26);;;;;;;;;;0;5;21;26;16625.423888583944;18406.607099864883;1781.1832112809388;1.4824717780594295e-08;0.7873206735837965;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;14;64;True;0.649795;0.000139;0.0;8.641522;0.001451;8.6702;Evaluated;;
14;2389766269;98.70777147137149;98.60906369990012;reinsert_block;reinsert_block(4 .. 12 -> 0);;;;;;;4;12;0;;;;;16625.423888583944;17724.34600065812;1098.922112074175;1.462049809792366e-05;0.6032841101745288;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;15;64;True;0.651558;0.000117;0.0;9.29308;0.001568;9.3241;Evaluated;;
15;2389766269;98.60906369990012;98.51045463620022;move;move(35 -> 0);;;35;0;;;;;;;;;;16625.423888583944;15775.289319701158;-850.134568882786;1.0;;True;ImprovedOrEqualCurrentSolution;15775.289319701158;15775.289319701158;True;16;64;True;0.65807;9.2e-05;0.0;9.95115;0.00166;9.9849;Evaluated;;
16;2389766269;98.51045463620022;98.41194418156402;reverse;reverse(25 .. 31);;;;;25;31;;;;;;;;15775.289319701158;16377.665766124157;602.3764464229989;0.002209811861560314;0.43934578003422375;False;RejectedWorseCandidate;15775.289319701158;15775.289319701158;False;17;64;True;0.686771;0.000102;0.0;10.637921;0.001762;10.6734;Evaluated;;
17;2389766269;98.41194418156402;98.31353223738246;swap;swap(16, 59);16;59;;;;;;;;;;;;15775.289319701158;17596.55487373765;1821.2655540364904;9.177143167297765e-09;0.8139690146729097;False;RejectedWorseCandidate;15775.289319701158;15775.289319701158;False;18;64;True;0.649321;3.3e-05;0.0;11.287242;0.001796;11.3238;Evaluated;;
18;2389766269;98.31353223738246;98.21521870514508;swap;swap(55, 8);55;8;;;;;;;;;;;;15775.289319701158;15775.289319701158;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;15775.289319701158;15775.289319701158;False;19;64;True;0.643264;0.000115;0.0;11.930506;0.00191;11.9686;Evaluated;;
