evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;690936817;100.0;99.9;swap_blocks;swap_blocks(17 .. 24, 42 .. 49);;;;;;;;;;17;24;42;49;16625.423888583944;17546.550835297618;921.1269467136735;9.990713363147178e-05;0.40780168645372095;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;2;64;True;0.630701;6e-05;0.0;0.630701;6e-05;0.6314;Evaluated;;
2;690936817;99.9;99.8001;swap;swap(42, 9);42;9;;;;;;;;;;;;16625.423888583944;17912.934616069895;1287.510727485951;2.528219469124549e-06;0.8085345774210707;False;RejectedWorseCandidate;16625.423888583944;16625.423888583944;False;3;64;True;0.681648;0.0001;0.0;1.312349;0.000159;1.3151;Evaluated;;
3;690936817;99.8001;99.7002999;reverse;reverse(59 .. 60);;;;;59;60;;;;;;;;16625.423888583944;16625.423888583944;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16625.423888583944;16625.423888583944;False;4;64;True;0.634625;0.000116;0.0;1.946975;0.000276;1.9513;Evaluated;;
4;690936817;99.7002999;99.60059960010001;move;move(52 -> 49);;;52;49;;;;;;;;;;16625.423888583944;16571.922105746897;-53.50178283704736;1.0;;True;ImprovedOrEqualCurrentSolution;16571.922105746897;16571.922105746897;True;5;64;True;0.630209;3.4e-05;0.0;2.577184;0.00031;2.5838;Evaluated;;
5;690936817;99.60059960010001;99.50099900049992;move;move(15 -> 20);;;15;20;;;;;;;;;;16571.922105746897;17511.018592290246;939.0964865433489;8.038983479325487e-05;0.6995940227626756;False;RejectedWorseCandidate;16571.922105746897;16571.922105746897;False;6;64;True;0.644441;9.4e-05;0.0;3.221625;0.000403;3.2301;Evaluated;;
6;690936817;99.50099900049992;99.40149800149942;move;move(44 -> 49);;;44;49;;;;;;;;;;16571.922105746897;16137.008213776318;-434.91389197057833;1.0;;True;ImprovedOrEqualCurrentSolution;16137.008213776318;16137.008213776318;True;7;64;True;0.645324;4.6e-05;0.0;3.866949;0.000449;3.877;Evaluated;;
7;690936817;99.40149800149942;99.30209650349792;move;move(33 -> 42);;;33;42;;;;;;;;;;16137.008213776318;16257.351979623792;120.34376584747406;0.29799349422914545;0.5535695823856529;False;RejectedWorseCandidate;16137.008213776318;16137.008213776318;False;8;64;True;0.673969;0.000117;0.0;4.540918;0.000566;4.5532;Evaluated;;
8;690936817;99.30209650349792;99.20279440699443;move;move(46 -> 59);;;46;59;;;;;;;;;;16137.008213776318;16123.837769098132;-13.170444678185959;1.0;;True;ImprovedOrEqualCurrentSolution;16123.837769098132;16123.837769098132;True;9;64;True;0.6277;6.9e-05;0.0;5.168618;0.000635;5.1832;Evaluated;;
9;690936817;99.20279440699443;99.10359161258744;swap_blocks;swap_blocks(12 .. 16, 41 .. 45);;;;;;;;;;12;16;41;45;16123.837769098132;18674.173713978456;2550.335944880324;6.839492970419457e-12;0.8575692887268164;False;RejectedWorseCandidate;16123.837769098132;16123.837769098132;False;10;64;True;0.630539;0.00011;0.0;5.799157;0.000745;5.8161;Evaluated;;
10;690936817;99.10359161258744;99.00448802097485;reverse;reverse(19 .. 48);;;;;19;48;;;;;;;;16123.837769098132;17481.219843976498;1357.3820748783655;1.1262712008990315e-06;0.5693599948823476;False;RejectedWorseCandidate;16123.837769098132;16123.837769098132;False;11;64;True;0.631399;0.000112;0.0;6.430556;0.000857;6.4496;Evaluated;;
11;690936817;99.00448802097485;98.90548353295387;reinsert_block;reinsert_block(46 .. 48 -> 22);;;;;;;46;48;22;;;;;16123.837769098132;17144.77921330031;1020.9414442021771;3.3229505473825356e-05;0.24870044645110112;False;RejectedWorseCandidate;16123.837769098132;16123.837769098132;False;12;64;True;0.631776;0.00013;0.0;7.062332;0.000987;7.0836;Evaluated;;
12;690936817;98.90548353295387;98.8065780494209;swap;swap(35, 7);35;7;;;;;;;;;;;;16123.837769098132;17517.054856662868;1393.2170875647353;7.627402644763084e-07;0.12786779761411282;False;RejectedWorseCandidate;16123.837769098132;16123.837769098132;False;13;64;True;0.634314;0.000105;0.0;7.696646;0.001092;7.7206;Evaluated;;
