evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;2132552127;100.0;99.9;reverse;reverse(37 .. 54);;;;;37;54;;;;;;;;16625.423888583944;16171.164101375944;-454.2597872080005;1.0;;True;ImprovedOrEqualCurrentSolution;16171.164101375944;16171.164101375944;True;2;64;True;0.635625;9.5e-05;0.0;0.635625;9.5e-05;0.6369;Evaluated;;
2;2132552127;99.9;99.8001;reinsert_block;reinsert_block(43 .. 54 -> 17);;;;;;;43;54;17;;;;;16171.164101375944;17002.485958320794;831.3218569448509;0.0002432209886556422;0.8150614951901235;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;3;64;True;0.688475;0.000117;0.0;1.3241;0.000212;1.3276;Evaluated;;
3;2132552127;99.8001;99.7002999;reinsert_block;reinsert_block(11 .. 15 -> 53);;;;;;;11;15;53;;;;;16171.164101375944;17596.255382985168;1425.091281609224;6.287969467391963e-07;0.7315210631761949;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;4;64;True;0.633105;8.9e-05;0.0;1.957205;0.000301;1.9627;Evaluated;;
4;2132552127;99.7002999;99.60059960010001;reinsert_block;reinsert_block(5 .. 10 -> 22);;;;;;;5;10;22;;;;;16171.164101375944;17561.393088053956;1390.228986678012;8.79352241828874e-07;0.9159698034497293;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;5;64;True;0.647885;8.9e-05;0.0;2.60509;0.00039;2.6121;Evaluated;;
5;2132552127;99.60059960010001;99.50099900049992;reverse;reverse(27 .. 55);;;;;27;55;;;;;;;;16171.164101375944;16506.343683516116;335.179582140172;0.034553840064782716;0.6020120987651847;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;6;64;True;0.641864;3.5e-05;0.0;3.246954;0.000424;3.2551;Evaluated;;
6;2132552127;99.50099900049992;99.40149800149942;reverse;reverse(13 .. 17);;;;;13;17;;;;;;;;16171.164101375944;17191.22774002648;1020.0636386505357;3.529416392060887e-05;0.4948870227605021;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;7;64;True;0.657655;0.00015;0.0;3.904609;0.000574;3.9155;Evaluated;;
7;2132552127;99.40149800149942;99.30209650349792;reinsert_block;reinsert_block(25 .. 33 -> 51);;;;;;;25;33;51;;;;;16171.164101375944;17824.40104879677;1653.236947420828;5.982083659047481e-08;0.703391298811107;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;8;64;True;0.655489;9.5e-05;0.0;4.560098;0.000669;4.573;Evaluated;;
8;2132552127;99.30209650349792;99.20279440699443;reinsert_block;reinsert_block(22 .. 33 -> 0);;;;;;;22;33;0;;;;;16171.164101375944;17920.036888090992;1748.8727867150483;2.2457524332501144e-08;0.9575302127105512;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;9;64;True;0.652647;0.000123;0.0;5.212745;0.000792;5.2277;Evaluated;;
9;2132552127;99.20279440699443;99.10359161258744;swap;swap(37, 33);37;33;;;;;;;;;;;;16171.164101375944;16508.30435421425;337.1402528383078;0.033423517006074585;0.389018456418746;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;10;64;True;0.653168;9.4e-05;0.0;5.865913;0.000887;5.8827;Evaluated;;
10;2132552127;99.10359161258744;99.00448802097485;swap;swap(54, 12);54;12;;;;;;;;;;;;16171.164101375944;16360.960909893138;189.79680851719422;0.1473218660842457;0.38721493298477705;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;11;64;True;0.649272;5.4e-05;0.0;6.515186;0.00094;6.5339;Evaluated;;
11;2132552127;99.00448802097485;98.90548353295387;swap_blocks;swap_blocks(42 .. 49, 10 .. 17);;;;;;;;;;42;49;10;17;16171.164101375944;18424.28023574395;2253.116134368007;1.3075220563803309e-10;0.8547296135373593;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;12;64;True;0.656788;0.000105;0.0;7.171973;0.001045;7.1937;Evaluated;;
12;2132552127;98.90548353295387;98.8065780494209;swap;swap(30, 37);30;37;;;;;;;;;;;;16171.164101375944;16171.164101375944;0.0;1.0;;True;ImprovedOrEqualCurrentSolution;16171.164101375944;16171.164101375944;False;13;64;True;0.657515;0.000229;0.0;7.829489;0.001274;7.8537;Evaluated;;
13;2132552127;98.8065780494209;98.70777147137149;reinsert_block;reinsert_block(31 .. 37 -> 24);;;;;;;31;37;24;;;;;16171.164101375944;16626.99083455387;455.82673317792796;0.009918795860693778;0.08994705515320589;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;14;64;True;0.653203;9.3e-05;0.0;8.482692;0.001367;8.5093;Evaluated;;
14;2132552127;98.70777147137149;98.60906369990012;swap_blocks;swap_blocks(13 .. 16, 43 .. 46);;;;;;;;;;13;16;43;46;16171.164101375944;16738.225235639256;567.0611342633129;0.0031992210963246027;0.2772248464533168;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;15;64;True;0.647102;0.000113;0.0;9.129794;0.00148;9.1592;Evaluated;;
15;2132552127;98.60906369990012;98.51045463620022;reinsert_block;reinsert_block(0 .. 8 -> 52);;;;;;;0;8;52;;;;;16171.164101375944;17365.26209405958;1194.0979926836371;5.507420660047436e-06;0.9530511146889946;False;RejectedWorseCandidate;16171.164101375944;16171.164101375944;False;16;64;True;0.647034;0.000109;0.0;9.776828;0.001589;9.808;Evaluated;;
16;2132552127;98.51045463620022;98.41194418156402;swap;swap(41, 43);41;43;;;;;;;;;;;;16171.164101375944;16166.781704071995;-4.382397303948892;1.0;;True;ImprovedOrEqualCurrentSolution;16166.781704071995;16166.781704071995;True;17;64;True;0.816899;3.3e-05;0.0;10.593727;0.001621;10.6262;Evaluated;;
17;2132552127;98.41194418156402;98.31353223738246;swap_blocks;swap_blocks(15 .. 22, 31 .. 38);;;;;;;;;;15;22;31;38;16166.781704071995;17010.684926959744;843.9032228877495;0.0001887265582945359;0.8006464043784592;False;RejectedWorseCandidate;16166.781704071995;16166.781704071995;False;18;64;True;0.677561;8.5e-05;0.0;11.271289;0.001706;11.3054;Evaluated;;
18;2132552127;98.31353223738246;98.21521870514508;reverse;reverse(0 .. 21);;;;;0;21;;;;;;;;16166.781704071995;17478.9573474697;1312.1756433977043;1.597857799837901e-06;0.970052194147758;False;RejectedWorseCandidate;16166.781704071995;16166.781704071995;False;19;64;True;0.648641;3.5e-05;0.0;11.919929;0.001741;11.9548;Evaluated;;
19;2132552127;98.21521870514508;98.11700348643993;reinsert_block;reinsert_block(54 .. 62 -> 7);;;;;;;54;62;7;;;;;16166.781704071995;17854.092888294148;1687.3111842221533;3.458891803174918e-08;0.3429631976890519;False;RejectedWorseCandidate;16166.781704071995;16166.781704071995;False;20;64;True;0.646761;4.6e-05;0.0;12.566691;0.001787;12.6031;Evaluated;;
20;2132552127;98.11700348643993;98.01888648295349;reinsert_block;reinsert_block(21 .. 29 -> 30);;;;;;;21;29;30;;;;;16166.781704071995;16679.82131682177;513.0396127497752;0.005359657043793192;0.259099309922487;False;RejectedWorseCandidate;16166.781704071995;16166.781704071995;False;21;64;True;0.660111;9.3e-05;0.0;13.226802;0.001879;13.2656;Evaluated;;
21;2132552127;98.01888648295349;97.92086759647054;move;move(55 -> 6);;;55;6;;;;;;;;;;16166.781704071995;16587.190222389487;420.40851831749205;0.013717865337644101;0.5815841236730215;False;RejectedWorseCandidate;16166.781704071995;16166.781704071995;False;22;64;True;0.654091;0.000115;0.0;13.880893;0.001994;13.9215;Evaluated;;
