evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;2753953094;100.0;99.9;reverse;reverse(37 .. 58);;;;;37;58;;;;;;;;16625.423888583944;16084.243300177499;-541.1805884064452;1.0;;True;ImprovedOrEqualCurrentSolution;16084.243300177499;16084.243300177499;True;2;64;True;0.628858;5.1e-05;0.0;0.628858;5.1e-05;0.6294;Evaluated;;
2;2753953094;99.9;99.8001;swap;swap(62, 45);62;45;;;;;;;;;;;;16084.243300177499;15939.428109531256;-144.81519064624263;1.0;;True;ImprovedOrEqualCurrentSolution;15939.428109531256;15939.428109531256;True;3;64;True;0.677865;6.8e-05;0.0;1.306723;0.000118;1.3084;Evaluated;;
3;2753953094;99.8001;99.7002999;reverse;reverse(16 .. 56);;;;;16;56;;;;;;;;15939.428109531256;16509.833739134512;570.4056296032559;0.0032945636634412238;0.9076351483910737;False;RejectedWorseCandidate;15939.428109531256;15939.428109531256;False;4;64;True;0.629442;4e-05;0.0;1.936165;0.000158;1.9385;Evaluated;;
4;2753953094;99.7002999;99.60059960010001;swap;swap(34, 44);34;44;;;;;;;;;;;;15939.428109531256;15941.986021510224;2.5579119789672404;0.9746703079312942;0.3748892521337489;True;AcceptedWorseByTemperature;15941.986021510224;15939.428109531256;False;5;64;True;0.640232;2.9e-05;0.0;2.576397;0.000187;2.5798;Evaluated;;
5;2753953094;99.60059960010001;99.50099900049992;move;move(22 -> 5);;;22;5;;;;;;;;;;15941.986021510224;17159.578585043928;1217.5925635337044;4.907473350952144e-06;0.8065353154924646;False;RejectedWorseCandidate;15941.986021510224;15939.428109531256;False;6;64;True;0.649218;0.000125;0.0;3.225614;0.000312;3.2314;Evaluated;;
6;2753953094;99.50099900049992;99.40149800149942;reverse;reverse(19 .. 46);;;;;19;46;;;;;;;;15941.986021510224;16838.219858029282;896.233836519059;0.00012251405419934366;0.4288217626262162;False;RejectedWorseCandidate;15941.986021510224;15939.428109531256;False;7;64;True;0.651234;0.000107;0.0;3.876849;0.000419;3.885;Evaluated;;
7;2753953094;99.40149800149942;99.30209650349792;swap;swap(33, 55);33;55;;;;;;;;;;;;15941.986021510224;15941.641947161404;-0.3440743488190492;1.0;;True;ImprovedOrEqualCurrentSolution;15941.641947161404;15939.428109531256;False;8;64;True;0.654103;0.000102;0.0;4.530952;0.000521;4.5419;Evaluated;;
8;2753953094;99.30209650349792;99.20279440699443;swap;swap(51, 57);51;57;;;;;;;;;;;;15941.641947161404;15900.559779482319;-41.082167679085615;1.0;;True;ImprovedOrEqualCurrentSolution;15900.559779482319;15900.559779482319;True;9;64;True;0.654797;8.9e-05;0.0;5.185749;0.00061;5.1982;Evaluated;;
9;2753953094;99.20279440699443;99.10359161258744;move;move(1 -> 35);;;1;35;;;;;;;;;;15900.559779482319;15288.674072978456;-611.8857065038628;1.0;;True;ImprovedOrEqualCurrentSolution;15288.674072978456;15288.674072978456;True;10;64;True;0.64772;0.000466;0.0;5.833469;0.001076;5.8471;Evaluated;;
10;2753953094;99.10359161258744;99.00448802097485;swap;swap(59, 28);59;28;;;;;;;;;;;;15288.674072978456;17037.981844579226;1749.3077716007701;2.1584173503520802e-08;0.8423350698126663;False;RejectedWorseCandidate;15288.674072978456;15288.674072978456;False;11;64;True;0.667091;2.8e-05;0.0;6.50056;0.001103;6.5154;Evaluated;;
11;2753953094;99.00448802097485;98.90548353295387;swap_blocks;swap_blocks(13 .. 15, 39 .. 41);;;;;;;;;;13;15;39;41;15288.674072978456;15739.752728008458;451.07865503000176;0.010502483723764788;0.518713484272523;False;RejectedWorseCandidate;15288.674072978456;15288.674072978456;False;12;64;True;0.657268;0.00011;0.0;7.157828;0.001213;7.1746;Evaluated;;
12;2753953094;98.90548353295387;98.8065780494209;reinsert_block;reinsert_block(58 .. 60 -> 48);;;;;;;58;60;48;;;;;15288.674072978456;15633.570024145796;344.8959511673402;0.03058863673577575;0.04547599267418945;False;RejectedWorseCandidate;15288.674072978456;15288.674072978456;False;13;64;True;0.646914;4.4e-05;0.0;7.804741;0.001257;7.8235;Evaluated;;
13;2753953094;98.8065780494209;98.70777147137149;swap_blocks;swap_blocks(21 .. 23, 55 .. 57);;;;;;;;;;21;23;55;57;15288.674072978456;16974.193746936762;1685.5196739583062;3.903606150090196e-08;0.5741468721816635;False;RejectedWorseCandidate;15288.674072978456;15288.674072978456;False;14;64;True;0.652034;8.8e-05;0.0;8.456775;0.001346;8.4775;Evaluated;;
14;2753953094;98.70777147137149;98.60906369990012;reverse;reverse(3 .. 62);;;;;3;62;;;;;;;;15288.674072978456;17344.220054350622;2055.5459813721664;9.03666510045135e-10;0.9140307667778274;False;RejectedWorseCandidate;15288.674072978456;15288.674072978456;False;15;64;True;0.654157;0.000111;0.0;9.110932;0.001457;9.1335;Evaluated;;
15;2753953094;98.60906369990012;98.51045463620022;reverse;reverse(18 .. 24);;;;;18;24;;;;;;;;15288.674072978456;16752.124795840336;1463.4507228618804;3.5864414365753657e-07;0.44533855365167785;False;RejectedWorseCandidate;15288.674072978456;15288.674072978456;False;16;64;True;0.644826;4.2e-05;0.0;9.755758;0.001498;9.7798;Evaluated;;
16;2753953094;98.51045463620022;98.41194418156402;swap_blocks;swap_blocks(36 .. 38, 14 .. 16);;;;;;;;;;36;38;14;16;15288.674072978456;18883.377085580516;3594.70301260206;1.4201858054773657e-16;0.7546060099749203;False;RejectedWorseCandidate;15288.674072978456;15288.674072978456;False;17;64;True;0.66001;0.000128;0.0;10.415768;0.001626;10.4422;Evaluated;;
17;2753953094;98.41194418156402;98.31353223738246;reinsert_block;reinsert_block(5 .. 6 -> 7);;;;;;;5;6;7;;;;;15288.674072978456;15291.415748469097;2.741675490640773;0.9725253138695948;0.5729458996935123;True;AcceptedWorseByTemperature;15291.415748469097;15288.674072978456;False;18;64;True;0.655116;0.000128;0.0;11.070884;0.001754;11.0998;Evaluated;;
18;2753953094;98.31353223738246;98.21521870514508;swap_blocks;swap_blocks(33 .. 39, 22 .. 28);;;;;;;;;;33;39;22;28;15291.415748469097;17461.597638092575;2170.181889623478;2.590263478084373e-10;0.5940746613993616;False;RejectedWorseCandidate;15291.415748469097;15288.674072978456;False;19;64;True;0.646712;5.4e-05;0.0;11.717595;0.001808;11.7476;Evaluated;;
19;2753953094;98.21521870514508;98.11700348643993;swap;swap(49, 46);49;46;;;;;;;;;;;;15291.415748469097;15345.256357945062;53.84060947596481;0.5779949837809633;0.1743624478165099;True;AcceptedWorseByTemperature;15345.256357945062;15288.674072978456;False;20;64;True;0.647823;2.6e-05;0.0;12.365419;0.001834;12.3959;Evaluated;;
20;2753953094;98.11700348643993;98.01888648295349;reinsert_block;reinsert_block(21 .. 28 -> 63);;;;;;;21;28;63;;;;;15345.256357945062;15660.406943457263;315.15058551220136;0.040276485481148074;0.14050258111658465;False;RejectedWorseCandidate;15345.256357945062;15288.674072978456;False;21;64;True;0.645271;2.9e-05;0.0;13.010689;0.001863;13.0418;Evaluated;;
21;2753953094;98.01888648295349;97.92086759647054;reverse;reverse(20 .. 39);;;;;20;39;;;;;;;;15345.256357945062;17022.290902584362;1677.0345446393003;3.711294139801877e-08;0.467871198656316;False;RejectedWorseCandidate;15345.256357945062;15288.674072978456;False;22;64;True;0.642491;3.3e-05;0.0;13.653181;0.001897;13.6855;Evaluated;;
22;2753953094;97.92086759647054;97.82294672887407;reverse;reverse(9 .. 29);;;;;9;29;;;;;;;;15345.256357945062;16802.834739550115;1457.5783816050534;3.4309164062806334e-07;0.04028898470422759;False;RejectedWorseCandidate;15345.256357945062;15288.674072978456;False;23;64;True;0.65826;9.9e-05;0.0;14.31144;0.001996;14.3458;Evaluated;;
23;2753953094;97.82294672887407;97.7251237821452;swap_blocks;swap_blocks(40 .. 46, 24 .. 30);;;;;;;;;;40;46;24;30;15345.256357945062;16539.228569175317;1193.9722112302552;5.003158893633681e-06;0.23778966930949952;False;RejectedWorseCandidate;15345.256357945062;15288.674072978456;False;24;64;True;0.654924;9.2e-05;0.0;14.966364;0.002088;15.0022;Evaluated;;
24;2753953094;97.7251237821452;97.62739865836306;reverse;reverse(2 .. 44);;;;;2;44;;;;;;;;15345.256357945062;17143.97701150926;1798.7206535642;1.0148718496741787e-08;0.7979386124840336;False;RejectedWorseCandidate;15345.256357945062;15288.674072978456;False;25;64;True;0.644483;3.6e-05;0.0;15.610847;0.002124;15.6475;Evaluated;;
25;2753953094;97.62739865836306;97.5297712597047;swap;swap(61, 51);61;51;;;;;;;;;;;;15345.256357945062;15263.633029838715;-81.62332810634689;1.0;;True;ImprovedOrEqualCurrentSolution;15263.633029838715;15263.633029838715;True;26;64;True;0.657877;6.3e-05;0.0;16.268724;0.002187;16.3076;Evaluated;;
26;2753953094;97.5297712597047;97.432241488445;move;move(42 -> 6);;;42;6;;;;;;;;;;15263.633029838715;16492.275006850527;1228.6419770118118;3.380085538283746e-06;0.3562376583066197;False;RejectedWorseCandidate;15263.633029838715;15263.633029838715;False;27;64;True;0.684484;0.000122;0.0;16.953208;0.002308;16.9942;Evaluated;;
27;2753953094;97.432241488445;97.33480924695655;reverse;reverse(25 .. 49);;;;;25;49;;;;;;;;15263.633029838715;16684.769262168513;1421.136232329798;4.6283610617415526e-07;0.7147530369558742;False;RejectedWorseCandidate;15263.633029838715;15263.633029838715;False;28;64;True;0.655143;0.000139;0.0;17.608351;0.002447;17.6517;Evaluated;;
28;2753953094;97.33480924695655;97.2374744377096;reverse;reverse(52 .. 53);;;;;52;53;;;;;;;;15263.633029838715;15269.494831416625;5.861801577910228;0.9415544723060028;0.9827524315465951;False;RejectedWorseCandidate;15263.633029838715;15263.633029838715;False;29;64;True;0.648361;7.2e-05;0.0;18.256712;0.002519;18.3012;Evaluated;;
29;2753953094;97.2374744377096;97.14023696327189;move;move(58 -> 17);;;58;17;;;;;;;;;;15263.633029838715;16030.651408021411;767.0183781826963;0.0003751838422312489;0.3639152186894633;False;RejectedWorseCandidate;15263.633029838715;15263.633029838715;False;30;64;True;0.645031;4.3e-05;0.0;18.901743;0.002562;18.9473;Evaluated;;
30;2753953094;97.14023696327189;97.04309672630862;reverse;reverse(53 .. 58);;;;;53;58;;;;;;;;15263.633029838715;15495.125540406892;231.49251056817775;0.0922663832565285;0.592903234071227;False;RejectedWorseCandidate;15263.633029838715;15263.633029838715;False;31;64;True;0.651715;0.000122;0.0;19.553457;0.002684;19.6023;Evaluated;;
31;2753953094;97.04309672630862;96.94605362958231;move;move(50 -> 56);;;50;56;;;;;;;;;;15263.633029838715;15343.736079912727;80.10305007401257;0.4380431309089905;0.310188138683845;True;AcceptedWorseByTemperature;15343.736079912727;15263.633029838715;False;32;64;True;0.657419;8.8e-05;0.0;20.210877;0.002772;20.2617;Evaluated;;
32;2753953094;96.94605362958231;96.84910757595273;reverse;reverse(45 .. 58);;;;;45;58;;;;;;;;15343.736079912727;16363.321672812583;1019.5855928998553;2.7071184128252222e-05;0.6664122142915659;False;RejectedWorseCandidate;15343.736079912727;15263.633029838715;False;33;64;True;0.651493;0.000102;0.0;20.862369;0.002874;20.9155;Evaluated;;
33;2753953094;96.84910757595273;96.75225846837678;swap;swap(63, 49);63;49;;;;;;;;;;;;15343.736079912727;15270.51799779689;-73.21808211583811;1.0;;True;ImprovedOrEqualCurrentSolution;15270.51799779689;15263.633029838715;False;34;64;True;0.653912;0.00013;0.0;21.516281;0.003005;21.5721;Evaluated;;
34;2753953094;96.75225846837678;96.65550620990841;swap_blocks;swap_blocks(28 .. 30, 41 .. 43);;;;;;;;;;28;30;41;43;15270.51799779689;17289.127648786292;2018.6096509894032;8.689848620491453e-10;0.823449590529893;False;RejectedWorseCandidate;15270.51799779689;15263.633029838715;False;35;64;True;0.649142;8.9e-05;0.0;22.165423;0.003093;22.2236;Evaluated;;
35;2753953094;96.65550620990841;96.5588507036985;swap;swap(22, 6);22;6;;;;;;;;;;;;15270.51799779689;15269.345245509738;-1.1727522871515248;1.0;;True;ImprovedOrEqualCurrentSolution;15269.345245509738;15263.633029838715;False;36;64;True;0.65125;7.9e-05;0.0;22.816673;0.003172;22.8774;Evaluated;;
36;2753953094;96.5588507036985;96.4622918529948;swap;swap(8, 43);8;43;;;;;;;;;;;;15269.345245509738;17261.483330676212;1992.1380851664744;1.0962879853477196e-09;0.41538978431796925;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;37;64;True;0.653367;9.4e-05;0.0;23.470039;0.003266;23.5336;Evaluated;;
37;2753953094;96.4622918529948;96.3658295611418;reinsert_block;reinsert_block(7 .. 10 -> 32);;;;;;;7;10;32;;;;;15269.345245509738;17267.946726167753;1998.6014806580151;1.0042826969830804e-09;0.22433544639097835;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;38;64;True;0.655684;0.000115;0.0;24.125723;0.003381;24.1919;Evaluated;;
38;2753953094;96.3658295611418;96.26946373158066;move;move(29 -> 9);;;29;9;;;;;;;;;;15269.345245509738;16026.469506370357;757.124260860619;0.0003871218487210778;0.24086855128239093;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;39;64;True;0.648455;6.2e-05;0.0;24.774178;0.003443;24.8422;Evaluated;;
39;2753953094;96.26946373158066;96.17319426784907;swap_blocks;swap_blocks(35 .. 36, 60 .. 61);;;;;;;;;;35;36;60;61;15269.345245509738;15834.838102156342;565.4928566466042;0.002811428386267416;0.48052169974003345;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;40;64;True;0.65083;8.5e-05;0.0;25.425008;0.003528;25.4957;Evaluated;;
40;2753953094;96.17319426784907;96.07702107358122;reinsert_block;reinsert_block(39 .. 42 -> 12);;;;;;;39;42;12;;;;;15269.345245509738;17285.732020172047;2016.386774662309;7.843203032810721e-10;0.06382205686380982;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;41;64;True;0.652564;0.000125;0.0;26.077572;0.003654;26.151;Evaluated;;
41;2753953094;96.07702107358122;95.98094405250764;reverse;reverse(26 .. 35);;;;;26;35;;;;;;;;15269.345245509738;16436.757681885218;1167.41243637548;5.284156295610844e-06;0.8775797948671863;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;42;64;True;0.658;0.000103;0.0;26.735572;0.003757;26.8114;Evaluated;;
42;2753953094;95.98094405250764;95.88496310845512;move;move(41 -> 20);;;41;20;;;;;;;;;;15269.345245509738;16596.564818387098;1327.2195728773604;9.876388678395381e-07;0.9865194421703075;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;43;64;True;0.651466;9.9e-05;0.0;27.387038;0.003856;27.4658;Evaluated;;
43;2753953094;95.88496310845512;95.78907814534666;move;move(56 -> 20);;;56;20;;;;;;;;;;15269.345245509738;16786.606257878535;1517.2610123687973;1.3422291914739627e-07;0.4418558329619968;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;44;64;True;0.65928;0.000106;0.0;28.046318;0.003963;28.1275;Evaluated;;
44;2753953094;95.78907814534666;95.69328906720132;swap;swap(18, 9);18;9;;;;;;;;;;;;15269.345245509738;15279.082149849708;9.736904339970351;0.9033461902873134;0.9253464405023962;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;45;64;True;0.654183;9.2e-05;0.0;28.700501;0.004055;28.784;Evaluated;;
45;2753953094;95.69328906720132;95.59759577813412;swap;swap(8, 39);8;39;;;;;;;;;;;;15269.345245509738;16560.765389939635;1291.4201444298978;1.3772666235094876e-06;0.7659908473910471;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;46;64;True;0.656559;0.000252;0.0;29.35706;0.004307;29.4435;Evaluated;;
46;2753953094;95.59759577813412;95.50199818235599;reverse;reverse(8 .. 21);;;;;8;21;;;;;;;;15269.345245509738;16635.532245640567;1366.187000130829;6.215693181184249e-07;0.1845897360084292;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;47;64;True;0.647154;0.000366;0.0;30.004214;0.004673;30.0927;Evaluated;;
47;2753953094;95.50199818235599;95.40649618417363;reverse;reverse(54 .. 63);;;;;54;63;;;;;;;;15269.345245509738;16048.464849341628;779.1196038318903;0.000286391797603021;0.31133661310223804;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;48;64;True;0.644773;4e-05;0.0;30.648987;0.004714;30.7389;Evaluated;;
48;2753953094;95.40649618417363;95.31108968798947;reverse;reverse(37 .. 39);;;;;37;39;;;;;;;;15269.345245509738;15573.278173558494;303.93292804875637;0.04135082839978566;0.3884178893400011;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;49;64;True;0.65262;9.9e-05;0.0;31.301608;0.004813;31.3936;Evaluated;;
49;2753953094;95.31108968798947;95.21577859830147;swap;swap(20, 43);20;43;;;;;;;;;;;;15269.345245509738;17647.604034181466;2378.2587886717283;1.4562191447436046e-11;0.7526422830462965;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;50;64;True;0.652423;9e-05;0.0;31.954031;0.004903;32.0483;Evaluated;;
50;2753953094;95.21577859830147;95.12056281970317;reverse;reverse(45 .. 55);;;;;45;55;;;;;;;;15269.345245509738;16329.644295128555;1060.2990496188177;1.4581610144444852e-05;0.9023639453515093;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;51;64;True;0.645136;0.000101;0.0;32.599167;0.005003;32.6951;Evaluated;;
51;2753953094;95.12056281970317;95.02544225688347;reinsert_block;reinsert_block(60 .. 61 -> 22);;;;;;;60;61;22;;;;;15269.345245509738;16322.732496536306;1053.3872510265683;1.550678729298973e-05;0.8267066707375965;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;52;64;True;0.642763;2.8e-05;0.0;33.24193;0.005031;33.3389;Evaluated;;
52;2753953094;95.02544225688347;94.93041681462658;reinsert_block;reinsert_block(22 .. 31 -> 14);;;;;;;22;31;14;;;;;15269.345245509738;15714.001494957916;444.65624944817864;0.009285150173020893;0.2810988555966334;False;RejectedWorseCandidate;15269.345245509738;15263.633029838715;False;53;64;True;0.650525;8.2e-05;0.0;33.892455;0.005113;33.9916;Evaluated;;
