evaluation;random_seed;temperature_before;temperature_after;action;move_text;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;current_makespan_before;candidate_makespan;delta_vs_current;acceptance_probability;acceptance_random_draw;accepted;acceptance_reason;current_makespan_after;global_best_makespan_after;new_global_best;completed_simulations;exited_parts;completion_valid;simulation_time_sec;sa_decision_time_sec;inference_time_sec;cumulative_simulation_time_sec;cumulative_sa_decision_time_sec;elapsed_optimization_time_sec;status;error_message;final_best_sequence
1;1294933356;100.0;99.9;move;move(52 -> 40);;;52;40;;;;;;;;;;16625.423888583944;16486.22033692903;-139.20355165491492;1.0;;True;ImprovedOrEqualCurrentSolution;16486.22033692903;16486.22033692903;True;2;64;True;0.641527;0.000131;0.0;0.641527;0.000131;0.6425;Evaluated;;
2;1294933356;99.9;99.8001;move;move(45 -> 36);;;45;36;;;;;;;;;;16486.22033692903;16421.012264566274;-65.20807236275505;1.0;;True;ImprovedOrEqualCurrentSolution;16421.012264566274;16421.012264566274;True;3;64;True;0.636305;0.000116;0.0;1.277833;0.000247;1.2809;Evaluated;;
3;1294933356;99.8001;99.7002999;swap;swap(7, 47);7;47;;;;;;;;;;;;16421.012264566274;16423.804201754636;2.7919371883617714;0.9724123904414078;0.24617913243669365;True;AcceptedWorseByTemperature;16423.804201754636;16421.012264566274;False;4;64;True;0.624563;3e-05;0.0;1.902395;0.000278;1.9066;Evaluated;;
4;1294933356;99.7002999;99.60059960010001;reinsert_block;reinsert_block(30 .. 36 -> 27);;;;;;;30;36;27;;;;;16423.804201754636;17280.74585349879;856.9416517441532;0.00018499601580337154;0.015478334676735761;False;RejectedWorseCandidate;16423.804201754636;16421.012264566274;False;5;64;True;0.631328;6.4e-05;0.0;2.533724;0.000342;2.5398;Evaluated;;
5;1294933356;99.60059960010001;99.50099900049992;swap;swap(61, 6);61;6;;;;;;;;;;;;16423.804201754636;17813.262588474245;1389.4583867196088;8.738986519496429e-07;0.71393213271568;False;RejectedWorseCandidate;16423.804201754636;16421.012264566274;False;6;64;True;0.6426;9.3e-05;0.0;3.176324;0.000435;3.1846;Evaluated;;
6;1294933356;99.50099900049992;99.40149800149942;move;move(36 -> 24);;;36;24;;;;;;;;;;16423.804201754636;17286.192258478884;862.3880567242486;0.0001721525370710491;0.5112716713595908;False;RejectedWorseCandidate;16423.804201754636;16421.012264566274;False;7;64;True;0.641148;8.9e-05;0.0;3.817472;0.000523;3.8279;Evaluated;;
7;1294933356;99.40149800149942;99.30209650349792;swap_blocks;swap_blocks(4 .. 6, 8 .. 10);;;;;;;;;;4;6;8;10;16423.804201754636;18051.90586492739;1628.1016631727543;7.703195149672452e-08;0.9376759538268128;False;RejectedWorseCandidate;16423.804201754636;16421.012264566274;False;8;64;True;0.654229;9.6e-05;0.0;4.471701;0.000619;4.4846;Evaluated;;
8;1294933356;99.30209650349792;99.20279440699443;reinsert_block;reinsert_block(38 .. 45 -> 33);;;;;;;38;45;33;;;;;16423.804201754636;16442.695001710323;18.890799955686816;0.8267642749825697;0.739305855795575;True;AcceptedWorseByTemperature;16442.695001710323;16421.012264566274;False;9;64;True;0.653332;0.000102;0.0;5.125032;0.000722;5.1406;Evaluated;;
9;1294933356;99.20279440699443;99.10359161258744;reverse;reverse(1 .. 10);;;;;1;10;;;;;;;;16442.695001710323;17966.89743628065;1524.2024345703285;2.124602154694574e-07;0.5041735056629767;False;RejectedWorseCandidate;16442.695001710323;16421.012264566274;False;10;64;True;0.656603;0.00014;0.0;5.781636;0.000862;5.7993;Evaluated;;
10;1294933356;99.10359161258744;99.00448802097485;reinsert_block;reinsert_block(9 .. 13 -> 34);;;;;;;9;13;34;;;;;16442.695001710323;17762.674029297024;1319.9790275867017;1.6426749736080199e-06;0.9127255545652455;False;RejectedWorseCandidate;16442.695001710323;16421.012264566274;False;11;64;True;0.648066;5e-05;0.0;6.429702;0.000912;6.4481;Evaluated;;
11;1294933356;99.00448802097485;98.90548353295387;reinsert_block;reinsert_block(18 .. 26 -> 9);;;;;;;18;26;9;;;;;16442.695001710323;17215.133536046458;772.4385343361355;0.0004088935344023073;0.4998706943492256;False;RejectedWorseCandidate;16442.695001710323;16421.012264566274;False;12;64;True;0.640175;2.9e-05;0.0;7.069877;0.000941;7.0888;Evaluated;;
12;1294933356;98.90548353295387;98.8065780494209;swap;swap(16, 26);16;26;;;;;;;;;;;;16442.695001710323;17217.284689045915;774.5896873355923;0.00039698375748107727;0.6783727624282565;False;RejectedWorseCandidate;16442.695001710323;16421.012264566274;False;13;64;True;0.644284;3.7e-05;0.0;7.714161;0.000978;7.7337;Evaluated;;
13;1294933356;98.8065780494209;98.70777147137149;move;move(18 -> 44);;;18;44;;;;;;;;;;16442.695001710323;16856.30486147374;413.6098597634191;0.015206141180392794;0.5130622425442153;False;RejectedWorseCandidate;16442.695001710323;16421.012264566274;False;14;64;True;0.642473;2.7e-05;0.0;8.356635;0.001004;8.3769;Evaluated;;
